Id	WT30_a	WT30_b	WT30_c	upf1E30_a	upf1E30_b	upf1E30_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.upf1E30_a	norm.upf1E30_b	norm.upf1E30_c	baseMean	WT	upf1E30	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNC05260	14805	7638	19046	9378	7216	8555	12826	11840	14889	7268	7410	10186	10736.6	13185	8288	0.628	-0.67	1.09032085709656e-06	4.74189412128347e-06	0.0265	0.0081	0.0135	0.0135	TRUE	0.4894
CNC05270	19269	9784	23559	19729	10958	10863	16694	15167	18417	15289	11253	12934	14959.02	16759	13159	0.785	-0.349	0.00464740362010529	0.0103539466198514	0.0165	0.0081	0.0109	0.0109	TRUE	0.2458
CNC05280	10110	5732	11940	12840	9024	8128	8759	8886	9334	9951	9267	9678	9312.25	8993	9632	1.071	0.099	0.248228295179596	0.329909191989245	0.001	0.0082	0.0052	0.0052	TRUE	0.0136
CNC05290	4025	2568	4552	4619	4125	3141	3487	3981	3558	3580	4236	3740	3763.64	3675	3852	1.049	0.068	0.515147201993359	0.597967715378631	0.0057	0.0086	0.0077	0.0077	TRUE	0.0927
CNC05300	13311	7315	14065	16641	15469	10409	11532	11340	10995	12896	15885	12394	12506.95	11289	13725	1.216	0.282	0.0098983274579224	0.0202176007368597	0.0096	0.0081	0.0085	0.0085	TRUE	0.2316
CNC05310	2314	1343	2472	4539	3638	2920	2005	2082	1932	3518	3736	3477	2791.54	2006	3577	1.784	0.835	1.52718537386012e-19	1.90266628908739e-18	9e-04	0.0088	0.0057	0.0057	TRUE	0.0184
CNC05320	6208	2716	6461	6635	4296	3922	5378	4210	5051	5142	4411	4670	4810.45	4880	4741	0.971	-0.042	0.711071738418613	0.771481990872249	0.0106	0.0084	0.0092	0.0092	TRUE	0.1729
CNC05330	14314	6609	15373	10898	7432	6789	12401	10245	12018	8446	7632	8083	9804.14	11555	8054	0.697	-0.521	3.59235731697191e-07	1.68507744493205e-06	0.0061	0.0081	0.0074	0.0074	TRUE	0.1192
CNC05340	24843	9713	28189	15078	7043	8994	21523	15057	22036	11685	7232	10709	14707.1	19539	9875	0.505	-0.985	5.65779829635998e-09	3.24214777460652e-08	0.0478	0.0081	0.0205	0.0205	TRUE	0.6698
CNC05345	1909	1005	2161	1883	1112	1264	1654	1558	1689	1459	1142	1505	1501.22	1634	1369	0.837	-0.256	0.0366189715282257	0.0638711956023895	0.0103	0.0097	0.0101	0.0101	TRUE	0.2517
CNC05350	5224	2644	5204	7073	5516	4399	4526	4099	4068	5481	5664	5238	4846.02	4231	5461	1.291	0.368	7.36676760987134e-05	0.000236107039256418	0.0023	0.0084	0.006	0.006	TRUE	0.0457
CNC05360	161530	97138	169424	158702	118078	96868	139943	150584	132444	122989	121252	115338	130425.05	140990	119860	0.85	-0.234	0.00856858739916201	0.0177476866505143	0.0026	0.0079	0.0057	0.0057	TRUE	0.0434
CNC05370	6131	4036	6886	5920	5118	4085	5312	6257	5383	4588	5256	4864	5276.43	5651	4903	0.868	-0.204	0.0496250605349334	0.0829545778626831	0.0064	0.0084	0.0076	0.0076	TRUE	0.1061
CNC05390	2080	1182	2466	2686	1797	1474	1802	1832	1928	2082	1845	1755	1874.01	1854	1894	1.022	0.032	0.763169644705981	0.816247927240801	0.0041	0.0093	0.0074	0.0074	TRUE	0.0921
CNC05400	772	327	813	625	468	401	669	507	636	484	481	477	542.28	604	481	0.793	-0.335	0.0136070296491458	0.0266961104792352	0.0081	0.0129	0.0114	0.0114	TRUE	0.2111
CNC05410	1129	591	1090	1805	1521	1125	978	916	852	1399	1562	1340	1174.43	915	1434	1.566	0.647	9.95714847719546e-09	5.56928102167523e-08	0.0048	0.0102	0.0083	0.0083	TRUE	0.0734
CNC05420	2458	1011	2934	2063	1074	1276	2130	1567	2294	1599	1103	1519	1701.88	1997	1407	0.704	-0.507	0.00154797775205958	0.00382550206586535	0.0352	0.0095	0.0178	0.0178	TRUE	0.43
CNC05430	64	40	88	249	210	154	55	62	69	193	216	183	129.7	62	197	3.174	1.666	3.31401112584469e-15	3.1112274422236e-14	0	0.0288	0.0215	0.0215	TRUE	0.1007
CNC05440	1904	1126	2282	1917	1412	1213	1650	1746	1784	1486	1450	1444	1593.14	1727	1460	0.846	-0.241	0.0120956031546968	0.0241039259498888	0	0.0096	0.006	0.006	TRUE	0.0188
CNC05450	1183	595	1364	3449	2252	2084	1025	922	1066	2673	2313	2481	1746.72	1004	2489	2.473	1.306	1.23559596652257e-33	2.72077410834273e-32	0.0043	0.0094	0.0077	0.0077	TRUE	0.057
CNC05460	21414	14664	26940	24731	22479	17065	18552	22732	21060	19166	23083	20319	20818.69	20781	20856	1.004	0.005	0.961577190440649	0.970361391327744	0.0078	0.008	0.0086	0.0086	TRUE	0.1078
CNC05470	15213	8950	16122	15373	12213	10471	13180	13874	12603	11914	12541	12468	12763.3	13219	12308	0.931	-0.103	0.233717982032665	0.313579511115892	0.0014	0.0081	0.0053	0.0053	TRUE	0.0228
CNC05480	18323	10563	21547	16487	8616	10398	15874	16375	16844	12777	8848	12381	13849.71	16364	11335	0.693	-0.53	4.39748544920211e-05	0.000147502700188824	0.0185	0.0081	0.012	0.012	TRUE	0.4504
CNC05490	3939	2130	4156	3794	2914	2323	3413	3302	3249	2940	2992	2766	3110.32	3321	2899	0.873	-0.196	0.030229035415764	0.054166537318371	7e-04	0.0087	0.0055	0.0055	TRUE	0.0194
CNC05500	10366	7046	11985	8713	7852	6660	8981	10923	9369	6752	8063	7930	8669.62	9758	7582	0.777	-0.364	0.00109029589598488	0.00280096170487899	0.0099	0.0082	0.0088	0.0088	TRUE	0.1325
CNC05510	3384	1722	3473	3773	3141	2317	2932	2669	2715	2924	3225	2759	2870.72	2772	2969	1.071	0.099	0.327909873291874	0.414294060270405	0.0039	0.0088	0.007	0.007	TRUE	0.0687
CNC05520	3934	1988	4342	3561	1949	1950	3408	3082	3394	2760	2001	2322	2827.87	3295	2361	0.717	-0.481	9.98221106559236e-05	0.000314159994979801	0.014	0.0088	0.0106	0.0106	TRUE	0.2676
CNC05530	50099	36109	59753	28350	17191	16754	43404	55976	46711	21970	17653	19948	34277.17	48697	19857	0.408	-1.294	2.47617841518524e-27	4.3533449697209e-26	0.0148	0.008	0.0103	0.0103	TRUE	0.2091
CNC05540	1382	605	1654	3425	2701	2073	1197	938	1293	2654	2774	2468	1887.38	1143	2632	2.296	1.199	1.51300159671267e-21	2.07622662174152e-20	0.0137	0.0093	0.0108	0.0108	TRUE	0.2795
CNC05550	1918	1321	2066	1028	954	887	1662	2048	1615	797	980	1056	1359.5	1775	944	0.532	-0.911	2.10528074095793e-11	1.51178773034335e-10	0.0177	0.0099	0.0125	0.0125	TRUE	0.2283
CNC05560	6766	3030	8001	8565	4106	4996	5862	4697	6255	6638	4216	5949	5602.69	5605	5601	0.999	-0.001	0.992975457653715	0.99477650141004	0.0374	0.0084	0.017	0.017	TRUE	0.5703
CNC05570	2794	1806	3351	2995	2593	1989	2421	2800	2620	2321	2663	2368	2531.97	2614	2451	0.938	-0.092	0.380081508951108	0.468510366622269	0.0049	0.0089	0.0075	0.0075	TRUE	0.0695
CNC05580	24520	14664	27659	38879	26526	24414	21243	22732	21622	30130	27239	29069	25339.23	21866	28813	1.318	0.398	4.78223345457683e-06	1.86231746985518e-05	0.0019	0.008	0.0054	0.0054	TRUE	0.028
CNC05590	5145	3092	5850	6170	4482	4090	4457	4793	4573	4782	4602	4870	4679.61	4608	4751	1.031	0.045	0.609965527847639	0.684301204904224	8e-04	0.0085	0.0053	0.0053	TRUE	0.0148
CNC05600	621	345	673	988	651	593	538	535	526	766	668	706	623.2	533	713	1.34	0.422	0.00036152161274191	0.00102444003815878	0	0.0122	0.0084	0.0084	TRUE	0.0507
CNC05610	2149	989	2392	2304	1506	1266	1862	1533	1870	1786	1546	1507	1684.04	1755	1613	0.918	-0.123	0.301064251940743	0.386191960879281	0.0095	0.0095	0.0096	0.0096	TRUE	0.1421
CNC05620	19989	14248	23904	16366	14819	12160	17318	22087	18687	12683	15217	14479	16745.1	19364	14126	0.73	-0.455	7.7331547597037e-05	0.000246894748301138	0.0122	0.008	0.0095	0.0095	TRUE	0.1847
CNC05640	1386	763	1438	1138	852	769	1201	1183	1124	882	875	916	1030.03	1169	891	0.762	-0.392	0.000139342541426099	0.00042658769726198	0	0.0105	0.0066	0.0066	TRUE	0.0143
CNC05650	5216	2799	5450	4454	3925	2874	4519	4339	4260	3452	4031	3422	4003.77	4373	3635	0.831	-0.267	0.0078312406654848	0.016373963132755	0.0045	0.0085	0.007	0.007	TRUE	0.1102
CNC05660	11633	6538	10447	12713	10589	8419	10078	10135	8167	9852	10874	10024	9855.07	9460	10250	1.084	0.116	0.284112379851304	0.368512104433355	0.0082	0.0081	0.0084	0.0084	TRUE	0.1756
CNC05670	8478	5915	9818	8095	7166	6029	7345	9169	7675	6273	7359	7179	7500.01	8063	6937	0.861	-0.217	0.0547916448620317	0.0906311510220979	0.0106	0.0082	0.009	0.009	TRUE	0.1746
CNC05680	1573	876	1882	1563	1148	975	1363	1358	1471	1211	1179	1161	1290.5	1397	1184	0.847	-0.24	0.0165704223349644	0.0316600631986579	7e-04	0.01	0.0064	0.0064	TRUE	0.0265
CNC05690	1753	999	1766	19704	21161	13868	1519	1549	1381	15270	21730	16512	9659.99	1483	17837	12.038	3.59	3.75394727978775e-166	9.56967791170509e-164	0.0197	0.0082	0.0119	0.0119	TRUE	0.4459
CNC05700	1951	932	2039	22376	16898	13412	1690	1445	1594	17341	17352	15969	9231.87	1576	16887	10.696	3.419	4.9860726849054e-271	3.67196552839478e-268	0.0037	0.0082	0.0064	0.0064	TRUE	0.0607
CNC05710	999	471	1022	1665	1190	923	865	730	799	1290	1222	1099	1000.98	798	1204	1.506	0.591	5.07647453789993e-07	2.32850333821458e-06	0.0053	0.0106	0.0089	0.0089	TRUE	0.0684
CNC05720	8862	4918	9946	9437	5465	6900	7678	7624	7775	7313	5612	8216	7369.6	7692	7047	0.916	-0.127	0.32166696653016	0.408274349705458	0.0151	0.0082	0.0116	0.0116	TRUE	0.3869
CNC05730	4543	2731	5155	10603	8342	6550	3936	4234	4030	8217	8566	7799	6130.24	4067	8194	2.016	1.011	1.13940837798868e-29	2.17636850988731e-28	0.0015	0.0083	0.0056	0.0056	TRUE	0.0216
CNC05740	2381	1474	2856	2894	2134	1906	2063	2285	2233	2243	2191	2269	2214	2194	2234	1.019	0.028	0.770258333423273	0.822237435002328	0.0011	0.0091	0.006	0.006	TRUE	0.0332
CNC05750	1223	483	1122	1368	1213	920	1060	749	877	1060	1246	1095	1014.43	895	1134	1.263	0.336	0.0146968044281916	0.0285159308401798	0.0175	0.0105	0.0127	0.0127	TRUE	0.3069
CNC05755	1431	721	1524	1717	1283	1067	1240	1118	1191	1331	1317	1270	1244.56	1183	1306	1.103	0.141	0.16349970929524	0.234612702578232	6e-04	0.0101	0.0066	0.0066	TRUE	0.026
CNC05760	11171	5376	12661	1737	1007	897	9678	8334	9898	1346	1034	1068	5226.29	9303	1149	0.124	-3.015	4.127648618677e-134	7.01488590886953e-132	0.0145	0.0084	0.0103	0.0103	TRUE	0.2742
CNC05770	2859	1260	2651	1042	722	637	2477	1953	2072	808	741	758	1468.32	2167	769	0.355	-1.495	2.53273191209806e-36	6.21333468912226e-35	0.0077	0.0097	0.0093	0.0093	TRUE	0.1896
CNC05780	4153	2074	4267	2424	1829	1797	3598	3215	3336	1879	1878	2140	2674.18	3383	1966	0.58	-0.785	1.27242466962397e-14	1.14743274969629e-13	0.004	0.0089	0.0071	0.0071	TRUE	0.0717
CNC05790	18116	12019	21559	5926	4926	4070	15695	18632	16853	4592	5058	4846	10946.2	17060	4832	0.283	-1.82	1.99725639927208e-76	1.33715307215913e-74	0.0047	0.0081	0.0068	0.0068	TRUE	0.0791
CNC05800	3987	2522	4027	3945	3804	3044	3454	3910	3148	3057	3906	3624	3516.62	3504	3529	1.008	0.011	0.927317057870873	0.945141851386767	0.0134	0.0086	0.0103	0.0103	TRUE	0.1681
CNC05810	3683	1981	4586	5909	3747	3440	3191	3071	3585	4579	3848	4096	3728.28	3282	4174	1.271	0.346	0.00122870386106194	0.00310833938592312	0.0069	0.0086	0.008	0.008	TRUE	0.0884
CNC05820	1712	1059	2004	1974	1772	1405	1483	1642	1567	1530	1820	1673	1618.96	1564	1674	1.071	0.099	0.358217025411377	0.445954628930618	0.0041	0.0095	0.0077	0.0077	TRUE	0.0704
CNC05830	101400	71481	115363	104634	82128	68988	87849	110810	90183	81088	84336	82142	89401.32	96281	82522	0.857	-0.222	0.0360517200383122	0.0630310737045458	0.0088	0.0079	0.0081	0.0081	TRUE	0.2133
CNC05840	4160	2933	4751	3580	2789	2300	3604	4547	3714	2774	2864	2739	3373.62	3955	2792	0.707	-0.501	5.72219765787681e-06	2.19737694533068e-05	0.0083	0.0087	0.0085	0.0085	TRUE	0.2054
CNC05850	2577	1535	2965	2387	2011	1494	2233	2380	2318	1850	2065	1779	2103.96	2310	1898	0.822	-0.283	0.00500272004361826	0.0110600495160446	0.0029	0.0092	0.0068	0.0068	TRUE	0.0713
CNC05860	3538	1953	4355	7197	5626	4957	3065	3028	3404	5577	5777	5902	4459	3166	5752	1.816	0.861	2.3976817917086e-20	3.09782357026211e-19	0.0022	0.0085	0.006	0.006	TRUE	0.0536
CNC05870	2206	1474	2354	1033	657	756	1911	2285	1840	801	675	900	1401.96	2012	792	0.394	-1.345	3.0681459345805e-24	4.7624522844027e-23	0.0159	0.0098	0.0117	0.0117	TRUE	0.196
CNC05880	791	399	942	1222	918	889	685	619	736	947	943	1059	831.4	680	983	1.439	0.526	9.37488146119493e-06	3.48104842155742e-05	0.0041	0.0111	0.0089	0.0089	TRUE	0.0677
CNC05890	2417	1539	2909	5498	3914	3687	2094	2386	2274	4261	4019	4390	3237.3	2251	4223	1.877	0.909	5.97724206978519e-21	7.98733073357585e-20	0.0026	0.0087	0.0064	0.0064	TRUE	0.0454
CNC05900	10720	6967	13110	11270	8958	8042	9287	10800	10249	8734	9199	9575	9640.71	10112	9169	0.907	-0.141	0.139361838415147	0.204809371400353	0.0038	0.0082	0.0065	0.0065	TRUE	0.0623
CNC05910	4107	2334	4658	6252	4419	3729	3558	3618	3641	4845	4538	4440	4106.76	3606	4608	1.278	0.354	6.32602627418194e-05	0.00020553383404548	0.001	0.0085	0.0054	0.0054	TRUE	0.025
CNC05920	4532	2556	5131	4582	3666	3040	3926	3962	4011	3551	3765	3620	3805.8	3966	3645	0.919	-0.122	0.157723841574088	0.227308898011101	3e-04	0.0086	0.0051	0.0051	TRUE	0.01
CNC05930	1933	1135	2055	2604	1737	1876	1675	1759	1606	2018	1784	2234	1846	1680	2012	1.198	0.261	0.0196173892018045	0.0367299592173899	0.0065	0.0093	0.0084	0.0084	TRUE	0.118
CNC05940	7001	3241	7529	5211	4287	3386	6065	5024	5886	4038	4402	4032	4907.91	5658	4157	0.734	-0.446	1.71072265197283e-05	6.12239186677966e-05	0.0058	0.0084	0.0075	0.0075	TRUE	0.1155
CNC05950	23310	15544	25130	5328	5131	4842	20195	24096	19645	4129	5269	5765	13183.23	21312	5054	0.237	-2.076	4.83679085805629e-57	2.24183565085295e-55	0.0201	0.0081	0.0121	0.0121	TRUE	0.3142
CNC05955	90	37	62	95	71	77	78	57	48	74	73	92	70.33	61	80	1.289	0.366	0.186654734221342	0.261277207691458	0.0255	0.0464	0.0408	0.0408	TRUE	0.5592
CNC05960	1880	811	1996	1329	721	891	1629	1257	1560	1030	740	1061	1212.92	1482	944	0.636	-0.653	1.26645484717888e-05	4.60958963597013e-05	0.0251	0.0101	0.0153	0.0153	TRUE	0.4223
CNC05970	8256	5727	10127	6775	4948	4679	7153	8878	7917	5250	5081	5571	6641.65	7983	5301	0.664	-0.59	1.65363963543848e-08	9.04317120766193e-08	0.0067	0.0083	0.0077	0.0077	TRUE	0.1166
CNC05980	16939	10718	17596	15399	12956	11544	14675	16615	13755	11934	13304	13745	14004.81	15015	12994	0.866	-0.208	0.0457043254353659	0.0773334751245825	0.0073	0.0081	0.0078	0.0078	TRUE	0.1058
CNC05990	13258	6401	15542	15759	6783	9715	11486	9923	12150	12213	6965	11567	10717.36	11186	10248	0.916	-0.126	0.448252727306964	0.535801456553752	0.0496	0.0081	0.0199	0.0199	TRUE	0.9596
CNC06000	1460	647	1539	2346	1738	1561	1265	1003	1203	1818	1785	1859	1488.73	1157	1821	1.569	0.65	8.38086255676375e-09	4.71148066380239e-08	0.0061	0.0097	0.0084	0.0084	TRUE	0.1527
CNC06010	2964	1447	3053	2579	2099	1579	2568	2243	2387	1999	2155	1880	2205.3	2399	2011	0.838	-0.255	0.0135637669076742	0.0266214530838213	0.004	0.0091	0.0072	0.0072	TRUE	0.047
CNC06020	22166	15142	26014	19928	14414	12122	19204	23473	20336	15444	14801	14433	17948.55	21004	14893	0.709	-0.496	8.07606918006505e-07	3.57569716269012e-06	0.006	0.008	0.0072	0.0072	TRUE	0.1289
CNC06030	9843	5884	11990	8948	4754	6315	8528	9121	9373	6934	4882	7519	7726.21	9007	6445	0.716	-0.483	0.000528251335440714	0.00145219819630902	0.0241	0.0082	0.0139	0.0139	TRUE	0.5489
CNC06060	1501	834	1610	2587	2754	1651	1300	1293	1259	2005	2828	1966	1775.09	1284	2266	1.765	0.82	3.73514963996161e-09	2.19667895418506e-08	0.0223	0.0094	0.0133	0.0133	TRUE	0.5691
CNC06070	1724	1068	1918	2674	2049	1755	1494	1656	1499	2072	2104	2090	1819.09	1550	2089	1.35	0.433	7.70517423230859e-06	2.90096600301107e-05	7e-04	0.0094	0.0062	0.0062	TRUE	0.0411
CNC06080	4532	2433	4532	4593	3628	3073	3926	3772	3543	3559	3726	3659	3697.45	3747	3648	0.974	-0.039	0.671272395256834	0.739687124208796	0.0014	0.0086	0.0057	0.0057	TRUE	0.0283
CNC06090	858	500	1057	1520	1185	1016	743	775	826	1178	1217	1210	991.54	781	1202	1.536	0.619	4.82742267880977e-09	2.80176510640553e-08	0	0.0106	0.007	0.007	TRUE	0.0319
CNC06100	114693	54745	108412	88292	48807	51248	99366	84866	84749	68424	50119	61019	74757.11	89660	59854	0.668	-0.583	1.94048909734007e-06	8.05862264233707e-06	0.0162	0.0079	0.0108	0.0108	TRUE	0.2479
CNC06110	1118	481	1246	2851	1252	1338	969	746	974	2209	1286	1593	1296.08	896	1696	1.89	0.919	1.19007577046003e-07	5.93515591166975e-07	0.0478	0.01	0.0208	0.0208	TRUE	0.3017
CNC06120	2475	1713	2819	661	500	505	2144	2656	2204	512	513	601	1438.41	2335	542	0.232	-2.106	7.35333163693798e-65	3.96242943818089e-63	0.0099	0.0098	0.0099	0.0099	TRUE	0.1713
CNC06140	4054	2205	4046	3217	2962	2150	3512	3418	3163	2493	3042	2560	3031.33	3364	2698	0.802	-0.318	0.00335138967994975	0.00772089356924121	0.0071	0.0088	0.0081	0.0081	TRUE	0.1505
CNC06150	2508	1641	2743	2197	1266	1541	2173	2544	2144	1703	1300	1835	1949.75	2287	1613	0.706	-0.503	0.000194115058243264	0.000580593233770918	0.0189	0.0093	0.0126	0.0126	TRUE	0.3451
CNC06160	640	304	645	1838	1222	1190	554	471	504	1424	1255	1417	937.68	510	1365	2.67	1.417	2.59474903358673e-33	5.60195328814751e-32	0.0043	0.0108	0.0086	0.0086	TRUE	0.068
CNC06170	268	155	305	298	355	213	232	240	238	231	365	254	260	237	283	1.193	0.255	0.171029760587991	0.243363085697124	0.0262	0.0183	0.021	0.021	TRUE	0.7155
CNC06180	11479	4909	12400	4474	2629	2621	9945	7610	9693	3467	2700	3121	6089.34	9083	3096	0.341	-1.553	6.45646995926521e-34	1.45556064251734e-32	0.0173	0.0083	0.0116	0.0116	TRUE	0.2442
CNC06190	1829	1047	1902	1925	1535	1364	1585	1623	1487	1492	1576	1624	1564.44	1565	1564	1	0	0.998054520412614	0.998205124686103	0.0014	0.0096	0.0065	0.0065	TRUE	0.0234
CNC06200	1021	466	1087	1399	802	862	885	722	850	1084	824	1026	898.47	819	978	1.192	0.253	0.0616386543952841	0.100734793970512	0.0135	0.0109	0.0121	0.0121	TRUE	0.228
CNC06210	572	245	567	331	189	183	496	380	443	257	194	218	331.18	440	223	0.507	-0.981	1.91493374698023e-09	1.15488452001683e-08	0.0153	0.0161	0.0158	0.0158	TRUE	0.1756
CNC06220	944	577	1195	656	530	423	818	894	934	508	544	504	700.46	882	519	0.588	-0.766	7.23866836537291e-11	4.94108073385084e-10	0.0023	0.0117	0.0084	0.0084	TRUE	0.0507
CNC06230	188	76	164	292	101	97	163	118	128	226	104	115	142.4	136	148	1.093	0.128	0.639655662272507	0.711109984827605	0.1015	0.0269	0.0471	0.0471	TRUE	2.3109
CNC06240	6524	4168	7800	6393	4463	4469	5652	6461	6098	4954	4583	5321	5511.56	6070	4953	0.816	-0.293	0.00331443003948996	0.00764371687604016	0.0047	0.0084	0.007	0.007	TRUE	0.0518
CNC06245	367	127	418	391	331	198	318	197	327	303	340	236	286.71	281	293	1.037	0.052	0.795245462290489	0.841054240316158	0.0488	0.0173	0.0257	0.0257	TRUE	0.6805
CNC06250	1219	552	1143	1786	1353	1116	1056	856	894	1384	1389	1329	1151.26	935	1367	1.46	0.546	1.9388300741475e-06	8.05678102285245e-06	0.0054	0.0102	0.0085	0.0085	TRUE	0.1547
CNC06260	131297	67131	144792	43402	18295	23559	113751	104067	113189	33635	18787	28051	68579.84	110336	26824	0.243	-2.04	1.30510759343632e-37	3.39225612913567e-36	0.0403	0.0079	0.0182	0.0182	TRUE	0.841
CNC06280	15776	6775	18001	14902	7006	8560	13668	10503	14072	11549	7194	10192	11196.23	12748	9645	0.757	-0.403	0.010604268770758	0.0215065915937855	0.0383	0.0081	0.0178	0.0178	TRUE	0.6037
CNC06290	3218	1907	3676	3278	2344	2098	2788	2956	2874	2540	2407	2498	2677.2	2873	2482	0.864	-0.21	0.0196814873491591	0.0368291637917071	4e-04	0.0089	0.0055	0.0055	TRUE	0.0085
CNC06295	257	133	277	248	235	160	223	206	217	192	241	191	211.56	215	208	0.964	-0.052	0.759726997053892	0.813616179750072	0.0052	0.0207	0.0162	0.0162	TRUE	0.2121
CNC06300	3260	1662	3427	2733	2254	1906	2824	2576	2679	2118	2315	2269	2463.63	2693	2234	0.829	-0.271	0.00451592930159265	0.0100813672653944	0.0015	0.009	0.0061	0.0061	TRUE	0.0255
CNC06310	5572	3714	7424	6167	6065	4647	4827	5757	5804	4779	6228	5533	5488.12	5463	5513	1.009	0.013	0.912141443755285	0.932974303890436	0.0139	0.0084	0.0103	0.0103	TRUE	0.1665
CNC06320	1137	551	1035	1451	998	981	985	854	809	1124	1025	1168	994.28	883	1106	1.252	0.324	0.00658780260972184	0.0140664045819831	0.006	0.0106	0.0092	0.0092	TRUE	0.1268
CNC06330	1846	907	2041	1246	1112	746	1599	1406	1596	966	1142	888	1266.1	1534	999	0.651	-0.62	3.84655799423486e-07	1.79415808485494e-06	0.0098	0.01	0.0099	0.0099	TRUE	0.1863
CNC06340	1199	607	1110	1373	1109	966	1039	941	868	1064	1139	1150	1033.42	949	1118	1.177	0.235	0.0379960020965604	0.0659605819528555	0.0042	0.0105	0.0083	0.0083	TRUE	0.0854
CNC06350	7379	3985	7789	7140	5252	4632	6393	6178	6089	5533	5393	5515	5850.17	6220	5480	0.881	-0.183	0.0294911866307624	0.0530153471626507	3e-04	0.0083	0.0049	0.0049	TRUE	0.0073
CNC06360	18932	10193	21188	30788	21835	20090	16402	15801	16563	23860	22422	23921	19828.13	16255	23401	1.439	0.526	2.95753764644498e-10	1.91431245318724e-09	9e-04	0.008	0.005	0.005	TRUE	0.0164
CNC06370	6845	4515	8412	8145	7256	5529	5930	6999	6576	6312	7451	6583	6641.96	6502	6782	1.043	0.061	0.560534480079519	0.640334804199767	0.0062	0.0083	0.0078	0.0078	TRUE	0.0909
CNC06380	421	217	410	1358	885	677	365	336	321	1052	909	806	631.49	341	922	2.713	1.44	1.39573418723411e-25	2.32435331482102e-24	0.0105	0.0122	0.0116	0.0116	TRUE	0.1416
CNC06390	1523	654	1657	1069	654	547	1319	1014	1295	828	672	651	963.33	1209	717	0.593	-0.755	6.87562912698356e-08	3.53542822759093e-07	0.0173	0.0107	0.013	0.013	TRUE	0.23
CNC06400	10376	6113	12504	11838	9751	7302	8989	9476	9775	9174	10013	8694	9353.67	9413	9294	0.987	-0.018	0.844542827050686	0.881377713382451	0.0027	0.0082	0.0062	0.0062	TRUE	0.0559
CNC06410	5341	3632	7007	4211	3243	3072	4627	5630	5478	3263	3330	3658	4331.08	5245	3417	0.652	-0.618	7.78029684221114e-09	4.38874957192982e-08	0.0069	0.0085	0.008	0.008	TRUE	0.13
CNC06420	3649	2175	4425	4882	3375	3397	3161	3372	3459	3783	3466	4045	3547.67	3331	3765	1.13	0.177	0.0743160346634281	0.118920009113762	0.0036	0.0086	0.0068	0.0068	TRUE	0.0584
CNC06425	1658	883	1636	1610	1230	1134	1436	1369	1279	1248	1263	1350	1324.19	1361	1287	0.945	-0.081	0.431888458149275	0.51980328683737	0.002	0.0099	0.007	0.007	TRUE	0.0355
CNC06430	5857	3301	6491	3086	2178	2175	5074	5117	5074	2392	2237	2590	3747.26	5088	2406	0.473	-1.081	2.22037480501072e-30	4.35403674781393e-29	0.0023	0.0086	0.0061	0.0061	TRUE	0.0532
CNC06440	3976	2141	4731	101873	76832	54240	3445	3319	3698	78948	78897	64582	38814.94	3487	74142	21.252	4.41	0	0	0.0075	0.0079	0.008	0.008	TRUE	0.1558
CNC06450	2166	1022	2530	2184	1773	1426	1877	1584	1978	1693	1821	1698	1774.95	1813	1737	0.956	-0.064	0.563991351556905	0.643618229703713	0.0059	0.0094	0.0084	0.0084	TRUE	0.1412
CNC06460	15518	11274	17206	18186	20180	12458	13444	17477	13450	14094	20722	14833	15670.18	14790	16550	1.119	0.162	0.276093785483727	0.360264690725476	0.034	0.008	0.016	0.016	TRUE	0.595
CNC06470	2316	1475	2700	3702	2808	2447	2006	2287	2111	2869	2883	2914	2511.62	2135	2889	1.355	0.438	4.22423990842832e-06	1.66063239104762e-05	0.0016	0.009	0.0061	0.0061	TRUE	0.0451
CNC06480	8248	3880	9130	8929	7211	5569	7146	6015	7137	6920	7405	6631	6875.52	6766	6985	1.032	0.045	0.659391220436213	0.729379950834034	0.005	0.0083	0.0075	0.0075	TRUE	0.1137
CNC06490	5137	3321	5727	5185	4918	3549	4450	5148	4477	4018	5050	4226	4561.63	4692	4431	0.945	-0.082	0.474130831571196	0.55946931665549	0.0095	0.0085	0.0092	0.0092	TRUE	0.1819
CNC06500	2859	2024	3456	3597	3006	2535	2477	3138	2702	2788	3087	3018	2868.15	2772	2964	1.07	0.098	0.378161194696115	0.466664010137004	0.0077	0.0088	0.0086	0.0086	TRUE	0.1579
CNC06510	1191	605	1167	1328	938	803	1032	938	912	1029	963	956	971.75	961	983	1.023	0.033	0.76157856842668	0.814940708997746	0.0022	0.0107	0.0076	0.0076	TRUE	0.052
CNC06520	4371	2803	5290	5454	4884	3918	3787	4345	4135	4227	5015	4665	4362.41	4089	4636	1.134	0.181	0.0801775482165272	0.12722451270748	0.0057	0.0085	0.0075	0.0075	TRUE	0.0733
CNC06530	7757	3898	8008	6078	3786	4013	6720	6043	6260	4710	3888	4778	5399.89	6341	4459	0.703	-0.508	2.22349675458557e-06	9.15362514869141e-06	0.0074	0.0084	0.0081	0.0081	TRUE	0.1527
