Id	WT30_a	WT30_b	WT30_c	upf1E30_a	upf1E30_b	upf1E30_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.upf1E30_a	norm.upf1E30_b	norm.upf1E30_c	baseMean	WT	upf1E30	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNC06540	2434	1180	2759	3219	2244	2051	2109	1829	2157	2495	2304	2442	2222.63	2032	2414	1.186	0.247	0.0170782134823842	0.0324525226379708	0.0039	0.0091	0.0072	0.0072	TRUE	0.0883
CNC06550	778	363	1002	1874	1123	1155	674	563	783	1452	1153	1375	1000.13	673	1327	1.963	0.973	5.11374830971696e-12	3.86916938319681e-11	0.0186	0.0106	0.0132	0.0132	TRUE	0.2421
CNC06560	14417	10203	17367	12122	10690	8311	12490	15817	13576	9394	10977	9896	12025.1	13961	10089	0.723	-0.468	2.70745938968552e-05	9.39530933761026e-05	0.0105	0.0081	0.0089	0.0089	TRUE	0.1646
CNC06570	643	360	583	1079	888	654	557	558	456	836	912	779	682.94	524	842	1.613	0.69	1.15658248568004e-07	5.78116796009599e-07	0.0081	0.0118	0.0106	0.0106	TRUE	0.1591
CNC06580	3022	1745	2950	2408	2493	1801	2618	2705	2306	1866	2560	2144	2366.65	2543	2190	0.861	-0.215	0.0907584077708882	0.141673746280134	0.0155	0.009	0.0112	0.0112	TRUE	0.2652
CNC06590	19098	11246	21407	21012	15689	13771	16546	17434	16735	16284	16111	16397	16584.17	16905	16264	0.962	-0.056	0.492631172546296	0.57749547429021	3e-04	0.008	0.0047	0.0047	TRUE	0.0091
CNC06600	4533	2734	5654	4207	4310	3411	3927	4238	4420	3260	4426	4061	4055.49	4195	3916	0.933	-0.1	0.409315713207541	0.496428561993412	0.0137	0.0085	0.0103	0.0103	TRUE	0.2633
CNC06610	452	333	452	449	347	315	392	516	353	348	356	375	390.08	420	360	0.861	-0.215	0.175824110859588	0.248849499632148	0.0174	0.0148	0.0156	0.0156	TRUE	0.4249
CNC06620	1047	620	1081	1283	1213	922	907	961	845	994	1246	1098	1008.49	904	1113	1.231	0.3	0.0132847553765906	0.0261047609356782	0.0077	0.0106	0.0096	0.0096	TRUE	0.1321
CNC06630	856	487	848	776	639	482	742	755	663	601	656	574	665.15	720	610	0.85	-0.235	0.0524552764307284	0.0870489664954601	0.0033	0.0119	0.009	0.009	TRUE	0.059
CNC06640	2222	1376	2140	2983	2362	2034	1925	2133	1673	2312	2425	2422	2148.35	1910	2386	1.251	0.323	0.00361810495929229	0.0082806628695405	0.0069	0.0091	0.0084	0.0084	TRUE	0.1445
CNC06650	3951	2357	4342	2921	2323	2032	3423	3654	3394	2264	2385	2419	2923.28	3490	2356	0.675	-0.567	6.62824673947205e-10	4.16417245395457e-09	9e-04	0.0088	0.0057	0.0057	TRUE	0.0199
CNC06660	5366	2819	5282	4481	3661	2874	4649	4370	4129	3473	3759	3422	3967.01	4383	3551	0.81	-0.303	0.0014693691009243	0.00364619183860961	0.0027	0.0086	0.0063	0.0063	TRUE	0.0349
CNC06670	1502	889	1481	972	724	646	1301	1378	1158	753	743	769	1017.18	1279	755	0.591	-0.758	1.29098858469605e-11	9.46534550814762e-11	0.0034	0.0105	0.008	0.008	TRUE	0.0844
CNC06675	563	236	575	520	329	356	488	366	449	403	338	424	411.3	434	388	0.889	-0.169	0.269002537369635	0.352919401758896	0.0143	0.0145	0.0144	0.0144	TRUE	0.1982
CNC06680	1412	629	1425	675	458	394	1223	975	1114	523	470	469	795.81	1104	487	0.441	-1.18	7.36104982895942e-21	9.73833099128604e-20	0.0073	0.0113	0.0099	0.0099	TRUE	0.1181
CNC06690	3844	1119	3253	4766	4207	2724	3330	1735	2543	3694	4320	3243	3144.15	2536	3752	1.478	0.564	0.00174894685098063	0.00428382103780474	0.0594	0.0087	0.023	0.023	TRUE	0.2888
CNC06695	690	227	707	811	511	493	598	352	553	628	525	587	540.43	501	580	1.152	0.204	0.242554163118053	0.323535720093873	0.0388	0.0129	0.02	0.02	TRUE	0.7272
CNC06700	220	111	242	457	305	235	191	172	189	354	313	280	249.84	184	316	1.715	0.778	1.76287617723766e-06	7.39515398907039e-06	0.0057	0.0187	0.0147	0.0147	TRUE	0.1343
CNC06710	6582	4307	7814	8326	6109	5530	5702	6677	6108	6452	6273	6584	6299.6	6162	6436	1.045	0.063	0.502469320703228	0.586382589847285	0.0031	0.0083	0.0063	0.0063	TRUE	0.0641
CNC06720	1094	650	1197	1137	838	732	948	1008	936	881	861	872	917.4	964	871	0.905	-0.144	0.171119352574109	0.243436018445954	0	0.0108	0.0068	0.0068	TRUE	0.0176
CNC06730	3136	2122	3743	3714	3398	2489	2717	3290	2926	2878	3489	2964	3043.94	2978	3110	1.045	0.064	0.576013716537625	0.654520643444433	0.0086	0.0088	0.0091	0.0091	TRUE	0.1381
CNC06740	1534	764	1447	1464	1243	851	1329	1184	1131	1135	1276	1013	1178.12	1215	1141	0.94	-0.09	0.462203910424141	0.547951572837823	0.0092	0.0102	0.0099	0.0099	TRUE	0.1265
CNC06750	954	514	1234	1309	1001	892	827	797	965	1014	1028	1062	948.73	863	1035	1.196	0.259	0.0251599299439519	0.0460027629430382	0.0041	0.0107	0.0085	0.0085	TRUE	0.1308
CNC06755	996	312	896	1193	624	514	863	484	700	925	641	612	704.05	682	726	1.062	0.086	0.659611259097647	0.729379950834034	0.0652	0.0117	0.0262	0.0262	TRUE	0.2808
CNC06760	1003	451	929	1102	708	647	869	699	726	854	727	770	774.29	765	784	1.024	0.034	0.791143942465406	0.837919790773523	0.009	0.0114	0.0106	0.0106	TRUE	0.1708
CNC06770	70	44	85	170	151	87	61	68	66	132	155	104	97.62	65	130	2.01	1.007	2.76172834655225e-05	9.55860860623931e-05	0.0147	0.0356	0.0299	0.0299	TRUE	0.1275
CNC06780	6409	3327	6527	8887	7440	5798	5553	5158	5102	6887	7640	6904	6207.18	5271	7144	1.355	0.438	2.38854076224144e-06	9.78445498895937e-06	0.0026	0.0083	0.0061	0.0061	TRUE	0.0451
CNC06790	1069	525	1073	1664	913	1143	926	814	839	1290	938	1361	1027.8	860	1196	1.39	0.475	0.000921154647491806	0.00240560008021107	0.0209	0.0105	0.0138	0.0138	TRUE	0.427
CNC06800	67	23	83	56	43	34	58	36	65	43	44	40	47.77	53	42	0.793	-0.334	0.299681383438974	0.384864989233389	0.0197	0.0646	0.0537	0.0537	TRUE	0.4935
CNC06810	429	230	500	630	531	407	372	357	391	488	545	485	439.53	373	506	1.353	0.436	0.000809704349990697	0.00214325895836196	0	0.014	0.0099	0.0099	TRUE	0.0532
CNC06820	2271	1376	2616	12675	9183	7702	1968	2133	2045	9823	9430	9171	5761.45	2049	9475	4.629	2.211	9.94055436989835e-136	1.73384195693911e-133	0.001	0.0083	0.0054	0.0054	TRUE	0.0151
CNC06830	807	363	935	2633	1988	1702	699	563	731	2040	2041	2027	1350.21	664	2036	3.049	1.609	7.26178195767417e-43	2.19776670390248e-41	0.0065	0.0099	0.0089	0.0089	TRUE	0.1914
CNC06840	3192	1827	3397	3660	3189	2642	2765	2832	2656	2836	3275	3146	2918.34	2751	3086	1.122	0.166	0.090266213913667	0.141038299344598	0.0027	0.0088	0.0065	0.0065	TRUE	0.0616
CNC06850	3529	2403	4460	3822	3530	2729	3057	3725	3487	2962	3625	3249	3350.87	3423	3279	0.958	-0.062	0.589201042099963	0.666648089286199	0.0098	0.0087	0.0091	0.0091	TRUE	0.1065
CNC06860	375	180	430	565	436	327	325	279	336	438	448	389	369.17	313	425	1.351	0.433	0.00233399834529634	0.00555865649752933	0.0036	0.0152	0.0118	0.0118	TRUE	0.0897
CNC06870	523	245	626	546	390	295	453	380	489	423	400	351	416.19	441	391	0.886	-0.175	0.2324586881802	0.312269190364484	0.0097	0.0144	0.013	0.013	TRUE	0.1525
CNC06875	1064	591	1065	630	513	506	922	916	833	488	527	602	714.67	890	539	0.605	-0.725	5.70551344583798e-09	3.26282511812029e-08	0.0052	0.0117	0.0097	0.0097	TRUE	0.1203
CNC06880	33664	19066	36943	26237	18322	18189	29165	29556	28880	20333	18814	21657	24734.23	29200	20268	0.694	-0.527	3.75728225188897e-09	2.20773641538299e-08	0.0025	0.008	0.0057	0.0057	TRUE	0.0481
CNC06890	2381	1605	2467	3645	2933	2566	2063	2488	1929	2825	3012	3055	2561.88	2160	2964	1.375	0.459	5.75796219886695e-05	0.000188836088342851	0.0094	0.0089	0.009	0.009	TRUE	0.2086
CNC06900	585	266	649	554	455	315	507	412	507	429	467	375	449.69	475	424	0.889	-0.17	0.236545875182961	0.316796536818077	0.0092	0.0139	0.0127	0.0127	TRUE	0.1417
CNC06920	156	78	169	142	120	93	135	121	132	110	123	111	122.03	129	115	0.882	-0.181	0.367295192948538	0.455630271170299	0	0.0301	0.0206	0.0206	TRUE	0.0424
CNC06940	141447	71770	147420	130076	82867	75080	122544	111258	115243	100805	85094	89395	104056.71	116348	91765	0.789	-0.342	0.000412986125562145	0.00115643094221627	0.0051	0.0079	0.0068	0.0068	TRUE	0.091
CNC06950	5513	3631	6291	4974	3229	3245	4776	5629	4918	3855	3316	3864	4392.86	5108	3678	0.721	-0.473	1.07364717642071e-05	3.95560505020369e-05	0.0073	0.0085	0.0081	0.0081	TRUE	0.0959
CNC06960	3612	2372	4062	6322	5148	4135	3129	3677	3175	4899	5286	4923	4181.82	3327	5036	1.515	0.599	2.3939337331651e-09	1.42560582061261e-08	0.0047	0.0085	0.007	0.007	TRUE	0.1006
CNC06970	5772	3439	6464	6086	4940	3859	5001	5331	5053	4716	5073	4595	4961.49	5128	4795	0.935	-0.097	0.285566004058194	0.369818576572432	0.0016	0.0084	0.0057	0.0057	TRUE	0.0313
CNC06980	1663	1090	1869	1728	1471	1253	1441	1690	1461	1339	1511	1492	1488.86	1531	1447	0.947	-0.079	0.475030146371459	0.560320704789256	0.0052	0.0097	0.0081	0.0081	TRUE	0.0958
CNC06990	69702	40263	72148	71776	51437	45132	60387	62416	56400	55624	52820	53737	56897.43	59734	54060	0.905	-0.144	0.0926828953034864	0.144236259702162	0.0016	0.0079	0.0053	0.0053	TRUE	0.0292
CNC07000	1896	1090	2192	1669	1571	1319	1643	1690	1714	1293	1613	1570	1587.17	1682	1492	0.886	-0.174	0.12417476095101	0.185117030045725	0.0068	0.0096	0.0086	0.0086	TRUE	0.1676
CNC07010	5724	3738	6473	5520	4402	3705	4959	5795	5060	4278	4520	4411	4837.24	5271	4403	0.836	-0.259	0.00785442884621903	0.0164017499662066	0.0038	0.0084	0.0066	0.0066	TRUE	0.0906
CNC07020	11301	7959	14267	13467	11423	9832	9791	12338	11153	10437	11730	11707	11192.51	11094	11291	1.018	0.026	0.812509359526646	0.855218681108879	0.0069	0.0081	0.0084	0.0084	TRUE	0.1291
CNC07030	3602	2551	4016	4089	3461	2823	3121	3955	3139	3169	3554	3361	3383.13	3405	3361	0.988	-0.017	0.882705171328574	0.910736281999655	0.0106	0.0087	0.0093	0.0093	TRUE	0.2386
CNC07040	19219	11068	21715	25581	16286	15438	16651	17158	16975	19824	16724	18382	17618.9	16928	18310	1.082	0.113	0.22692898450193	0.306081666519901	0.0036	0.008	0.0063	0.0063	TRUE	0.0703
CNC07050	8817	6217	11834	8920	8681	6173	7639	9638	9251	6913	8914	7350	8284.07	8843	7726	0.874	-0.195	0.116456882111529	0.175147768240349	0.0163	0.0082	0.011	0.011	TRUE	0.2213
CNC07060	1297	645	1461	1605	1259	927	1124	1000	1142	1244	1293	1104	1151.01	1089	1214	1.113	0.155	0.171191201263819	0.243436018445954	0.0045	0.0102	0.0083	0.0083	TRUE	0.0732
CNC07070	2899	1489	3168	2480	1598	1565	2512	2308	2477	1922	1641	1863	2120.44	2432	1809	0.743	-0.428	3.46336236375093e-05	0.000117900183600109	0.0036	0.0092	0.0072	0.0072	TRUE	0.0796
CNC07080	3627	2234	4039	3574	2829	2460	3142	3463	3157	2770	2905	2929	3061.12	3254	2868	0.882	-0.182	0.0512874525299012	0.0852390259198058	0.0015	0.0088	0.0059	0.0059	TRUE	0.0373
CNC07090	12986	8364	14211	10131	9120	7045	11251	12966	11109	7851	9365	8388	10155.05	11775	8535	0.725	-0.464	1.13484168641031e-05	4.16716382134488e-05	0.0077	0.0081	0.008	0.008	TRUE	0.0951
CNC07095	457	204	426	724	718	440	396	316	333	561	737	524	477.91	348	607	1.739	0.798	5.97456918510339e-07	2.70858033918367e-06	0.0215	0.0135	0.0161	0.0161	TRUE	0.4084
CNC07100	517	264	593	796	748	554	448	409	464	617	768	660	560.89	440	682	1.542	0.625	2.58311721123139e-06	1.05100680638684e-05	0.007	0.0127	0.0108	0.0108	TRUE	0.1466
CNC07110	2193	1110	3089	1275	1476	1441	1900	1721	2415	988	1516	1716	1709.16	2012	1407	0.698	-0.519	0.00334198039565631	0.0077018936239256	0.0508	0.0095	0.022	0.022	TRUE	0.8254
CNC07120	1642	883	1828	1310	963	890	1423	1369	1429	1015	989	1060	1214.03	1407	1021	0.725	-0.463	3.51104295187106e-06	1.39850917578133e-05	0	0.0101	0.0063	0.0063	TRUE	0.0125
CNC07130	1678	743	1531	1697	1128	976	1454	1152	1197	1315	1158	1162	1239.65	1268	1212	0.956	-0.066	0.591842536297032	0.668837567020755	0.0098	0.0101	0.01	0.01	TRUE	0.2005
CNC07140	2667	1534	2688	3494	3298	2222	2311	2378	2101	2708	3387	2646	2588.33	2263	2914	1.288	0.365	0.00208226466932968	0.0050204620692314	0.0114	0.0089	0.0097	0.0097	TRUE	0.2449
CNC07150	633	368	738	1124	802	633	548	570	577	871	824	754	690.69	565	816	1.446	0.532	5.54907104812462e-06	2.13708558436781e-05	0.002	0.0118	0.0083	0.0083	TRUE	0.0519
CNC07160	419049	328676	505623	241277	206043	191495	363048	509515	395262	186982	211581	228007	315732.66	422608	208857	0.494	-1.017	4.59456259433239e-15	4.27707315663414e-14	0.0215	0.0079	0.0121	0.0121	TRUE	0.3964
CNC07170	563	262	545	622	342	304	488	406	426	482	351	362	419.19	440	398	0.907	-0.142	0.369994946761393	0.458293124114093	0.0182	0.0143	0.0155	0.0155	TRUE	0.4042
CNC07180	3658	2769	4253	6402	5997	4702	3169	4293	3325	4961	6158	5599	4584.08	3596	5573	1.551	0.634	1.09218595845024e-06	4.74689084105457e-06	0.0198	0.0085	0.0119	0.0119	TRUE	0.3455
CND00010	0	0	0	12	5	5	0	0	0	9	5	6	3.4	0	7	36.598	5.194	0.000868570911005844	0.0022772499992669	0	0.8059	0.6806	0.6806	TRUE	0.3418
CND00020	240	101	224	567	446	292	208	157	175	439	458	348	297.45	180	415	2.296	1.199	1.89279434249211e-12	1.49528497044549e-11	0.0165	0.017	0.0168	0.0168	TRUE	0.2234
CND00030	123	59	113	87	63	41	107	91	88	67	65	49	77.88	95	60	0.635	-0.655	0.00993213846560922	0.0202804108903444	0	0.0427	0.0329	0.0329	TRUE	0.2125
CND00040	12090	6227	13849	10605	6352	6466	10474	9653	10826	8219	6523	7699	8898.97	10318	7480	0.725	-0.464	1.78977444027276e-05	6.36065683116774e-05	0.0083	0.0082	0.0083	0.0083	TRUE	0.1531
CND00050	38	15	60	71	27	23	33	23	47	55	28	27	35.54	34	37	1.062	0.087	0.831495421572169	0.870837326633032	0.1167	0.0842	0.0928	0.0928	TRUE	0.665
CND00070	720	264	800	4178	2320	2302	624	409	625	3238	2382	2741	1669.92	553	2787	5.014	2.326	1.59670858724697e-48	5.65935000870209e-47	0.0355	0.0095	0.0171	0.0171	TRUE	0.2481
CND00090	5581	3590	7150	11987	9611	7619	4835	5565	5589	9290	9869	9072	7370.07	5330	9410	1.766	0.82	2.7125338346731e-17	2.92812284303148e-16	0.004	0.0082	0.0066	0.0066	TRUE	0.081
CND00095	436	266	524	501	364	353	378	412	410	388	374	420	397.01	400	394	0.986	-0.021	0.876008784956402	0.9049542123895	0	0.0147	0.0102	0.0102	TRUE	0.0367
CND00100	2165	1207	2387	3484	2660	2282	1876	1871	1866	2700	2732	2717	2293.56	1871	2716	1.452	0.538	1.41750070227308e-09	8.67515665250784e-09	0	0.0091	0.0052	0.0052	TRUE	3e-04
CND00110	2439	1222	2614	3458	2455	2303	2113	1894	2043	2680	2521	2742	2332.3	2017	2648	1.311	0.391	5.38514178958308e-05	0.000177752588552573	0.0018	0.009	0.0063	0.0063	TRUE	0.0327
CND00120	1319	720	1471	5036	3683	3271	1143	1116	1150	3903	3782	3895	2498.04	1136	3860	3.395	1.763	3.5037574131064e-84	2.76463144453205e-82	0	0.009	0.0053	0.0053	TRUE	0.0038
CND00130	6309	3295	7045	9821	7017	5872	5466	5108	5507	7611	7206	6992	6314.88	5360	7270	1.356	0.439	8.20511875033046e-07	3.62798712989928e-06	0.0015	0.0083	0.0056	0.0056	TRUE	0.0207
CND00140	1453	884	1621	1565	1200	1091	1259	1370	1267	1213	1232	1299	1273.42	1299	1248	0.962	-0.056	0.579077394567754	0.657260657403269	8e-04	0.01	0.0066	0.0066	TRUE	0.0264
CND00150	2609	1310	2836	4859	3699	3559	2260	2031	2217	3766	3798	4238	3051.62	2169	3934	1.811	0.857	5.31071422065738e-18	5.9862948732172e-17	0.0033	0.0088	0.0067	0.0067	TRUE	0.0551
CND00160	2503	1403	3062	2566	1773	1818	2169	2175	2394	1989	1821	2165	2118.5	2246	1992	0.886	-0.175	0.0981938877340478	0.151567090801413	0.0046	0.0092	0.0075	0.0075	TRUE	0.0688
CND00170	137	74	163	139	85	89	119	115	127	108	87	106	110.3	120	100	0.833	-0.264	0.213784337463341	0.292398388094722	0	0.0325	0.0234	0.0234	TRUE	0.1251
CND00180	22678	13039	26564	28800	21608	18755	19647	20213	20766	22319	22189	22331	21244.23	20209	22280	1.102	0.141	0.0809174108343416	0.128153070253289	3e-04	0.008	0.0046	0.0046	TRUE	0.0073
CND00190	4769	3127	5134	5337	4778	3325	4132	4847	4013	4136	4906	3959	4332.33	4331	4334	1.001	0.002	0.986289721799795	0.989874057554367	0.0115	0.0085	0.0095	0.0095	TRUE	0.1624
CND00200	1775	1101	1899	1548	1579	1225	1538	1707	1485	1200	1621	1459	1501.46	1577	1427	0.905	-0.144	0.258074387037135	0.34108016695556	0.0127	0.0097	0.011	0.011	TRUE	0.2381
CND00210	3969	2392	4491	3844	3039	2480	3439	3708	3511	2979	3121	2953	3284.99	3553	3018	0.85	-0.235	0.00912447277199156	0.01880615349048	8e-04	0.0087	0.0055	0.0055	TRUE	0.0174
CND00220	240	129	318	222	128	137	208	200	249	172	131	163	187.18	219	155	0.709	-0.496	0.00746214398146514	0.0156863591212023	0.0115	0.0224	0.0192	0.0192	TRUE	0.1932
CND00240	45721	25667	51777	60782	47633	35888	39611	39789	40476	47104	48913	42731	43104.01	39959	46249	1.157	0.211	0.0175010432425058	0.0331704073809918	0.0024	0.0079	0.0057	0.0057	TRUE	0.0542
CND00250	226	112	252	250	187	130	196	174	197	194	192	155	184.5	189	180	0.953	-0.069	0.699458553601126	0.76124980185029	0.0034	0.0226	0.0173	0.0173	TRUE	0.1517
CND00260	3708	1703	3822	3122	1849	2021	3212	2640	2988	2419	1899	2406	2594.12	2947	2241	0.76	-0.396	0.00130907799086241	0.00328782452574311	0.013	0.0089	0.0105	0.0105	TRUE	0.2165
CND00280	933	437	1181	1359	997	638	808	677	923	1053	1024	760	874.27	803	946	1.176	0.233	0.125521486346408	0.18687250932255	0.0246	0.011	0.0156	0.0156	TRUE	0.3464
CND00290	1791	945	1913	2181	1732	1352	1552	1465	1495	1690	1779	1610	1598.43	1504	1693	1.125	0.17	0.083220878607955	0.131487004389398	0.001	0.0096	0.0063	0.0063	TRUE	0.0233
CND00300	22629	13476	24802	25336	19164	15442	19605	20891	19389	19635	19679	18386	19597.34	19962	19233	0.964	-0.053	0.533943519090438	0.615688525492592	0.0015	0.008	0.0053	0.0053	TRUE	0.0202
CND00310	616	317	490	469	453	322	534	491	383	363	465	383	436.7	469	404	0.862	-0.215	0.181851456991386	0.255687623449068	0.0213	0.0141	0.0163	0.0163	TRUE	0.3194
CND00320	1443	590	1376	1386	806	794	1250	915	1076	1074	828	945	1014.6	1080	949	0.877	-0.189	0.181577898281943	0.255465572025624	0.019	0.0105	0.0134	0.0134	TRUE	0.1801
CND00340	23928	13415	20483	20921	14883	15386	20730	20796	16012	16213	15283	18320	17892.39	19179	16605	0.866	-0.208	0.0854580089584867	0.134476657971712	0.0145	0.008	0.0105	0.0105	TRUE	0.2558
CND00350	2804	1102	3090	5859	5897	3806	2429	1708	2416	4541	6056	4532	3613.48	2184	5043	2.305	1.205	1.09633292547373e-15	1.06080213577225e-14	0.0325	0.0086	0.0159	0.0159	TRUE	0.4304
CND00370	212	74	163	257	294	203	184	115	127	199	302	242	194.76	142	248	1.728	0.789	0.000299166907557458	0.00086287130691507	0.0468	0.0218	0.0287	0.0287	TRUE	0.3318
CND00380	10970	6260	11867	6984	6380	5199	9504	9704	9277	5412	6551	6190	7773.21	9495	6051	0.637	-0.65	4.98833374645926e-11	3.45843891961632e-10	0.0047	0.0082	0.0069	0.0069	TRUE	0.1049
CND00390	1116	511	1421	1232	662	700	967	792	1111	955	680	833	889.65	957	823	0.858	-0.22	0.152231465113116	0.22064075022299	0.0262	0.0109	0.0159	0.0159	TRUE	0.2121
CND00400	1909	935	2328	3598	3101	2230	1654	1449	1820	2788	3184	2655	2258.51	1641	2876	1.75	0.807	6.96013217375196e-12	5.19501757293108e-11	0.0103	0.0091	0.0095	0.0095	TRUE	0.1211
CND00410	194	113	244	1817	1598	1236	168	175	191	1408	1641	1472	842.46	178	1507	8.445	3.078	2.22431180468066e-124	3.35062241850532e-122	0.0045	0.0111	0.0089	0.0089	TRUE	0.0732
CND00420	916	605	999	796	716	565	794	938	781	617	735	673	756.21	838	675	0.808	-0.308	0.0148818220847877	0.0287984199586102	0.0073	0.0115	0.0102	0.0102	TRUE	0.1232
CND00430	1994	872	2590	2219	1279	1324	1728	1352	2025	1720	1313	1576	1618.91	1702	1536	0.902	-0.149	0.317078551981359	0.403454913137348	0.0263	0.0095	0.0154	0.0154	TRUE	0.2246
CND00440	3166	1668	3735	7865	7167	5745	2743	2586	2920	6095	7360	6840	4757.27	2750	6765	2.458	1.298	1.74179447216789e-35	4.17333325684129e-34	0.0059	0.0084	0.0076	0.0076	TRUE	0.0922
CND00450	839	279	820	838	498	453	727	433	641	649	511	539	583.43	600	566	0.941	-0.088	0.615504602700367	0.689581559617652	0.0401	0.0125	0.0203	0.0203	TRUE	0.6197
CND00460	6336	3413	7431	9363	7313	6345	5489	5291	5809	7256	7510	7555	6484.93	5530	7440	1.345	0.427	9.77535759187387e-07	4.27663829167921e-06	0.0011	0.0083	0.0053	0.0053	TRUE	0.0239
CND00470	650	400	698	907	792	590	563	620	546	703	813	702	657.92	576	739	1.287	0.364	0.00322853456541545	0.00745860128949935	0.0042	0.012	0.0094	0.0094	TRUE	0.0897
CND00480	2095	1200	2260	3083	2255	1902	1815	1860	1767	2389	2316	2265	2068.58	1814	2323	1.282	0.358	0.000103580501573208	0.000324977955990973	0	0.0092	0.0056	0.0056	TRUE	0.0076
CND00490	644	294	612	881	502	507	558	456	478	683	515	604	549	497	601	1.206	0.271	0.060826463395282	0.0996189274484628	0.0139	0.0128	0.0132	0.0132	TRUE	0.18
CND00500	109	44	113	250	205	149	94	68	88	194	211	177	138.77	83	194	2.288	1.194	5.62924665291507e-09	3.23035903164685e-08	0.003	0.0274	0.0216	0.0216	TRUE	0.1799
CND00510	480	194	447	1917	1477	1117	416	301	349	1486	1517	1330	899.72	355	1444	4.039	2.014	3.20192221827644e-51	1.21967473923772e-49	0.0116	0.0109	0.0111	0.0111	TRUE	0.2519
CND00530	87	68	135	185	137	101	75	105	106	143	141	120	115.11	95	135	1.423	0.509	0.0218845378007734	0.0406077033996433	0.0123	0.0314	0.0264	0.0264	TRUE	0.3582
CND00550	20192	10806	22568	25521	18298	15920	17494	16752	17642	19778	18790	18955	18235.09	17296	19174	1.109	0.149	0.0716531125441014	0.11518720105319	7e-04	0.008	0.0049	0.0049	TRUE	0.0093
CND00560	350	143	502	235	153	127	303	222	392	182	157	151	234.63	306	163	0.532	-0.911	8.89495010883958e-06	3.3195793536818e-05	0.0411	0.0194	0.0255	0.0255	TRUE	0.122
CND00570	4466	2837	4919	5791	4873	4009	3869	4398	3845	4488	5004	4773	4396.28	4037	4755	1.178	0.237	0.016502298870226	0.0315663021390643	0.0041	0.0085	0.0068	0.0068	TRUE	0.0729
CND00580	2378	1537	2638	1990	1923	1496	2060	2383	2062	1542	1975	1781	1967.2	2168	1766	0.815	-0.295	0.0132750320567885	0.0261011309618493	0.0104	0.0093	0.0097	0.0097	TRUE	0.1514
CND00600	1457	556	1452	7694	5605	4494	1262	862	1135	5963	5756	5351	3388.07	1086	5690	5.22	2.384	6.30635459571748e-75	4.05810856897238e-73	0.0184	0.0087	0.0116	0.0116	TRUE	0.3702
CND00610	2494	1479	2538	1742	1430	1167	2161	2293	1984	1350	1468	1390	1774.24	2146	1403	0.654	-0.612	2.58626082241833e-09	1.53595514861582e-08	0.0031	0.0094	0.007	0.007	TRUE	0.0532
CND00620	1569	1059	1753	1636	933	999	1359	1642	1370	1268	958	1189	1297.8	1457	1138	0.783	-0.353	0.00740231931586625	0.0155704768091277	0.0149	0.01	0.0117	0.0117	TRUE	0.2304
CND00630	802	496	820	1282	1037	863	695	769	641	994	1065	1028	865.11	702	1029	1.471	0.557	1.35075751362363e-06	5.76114594613733e-06	0.003	0.011	0.0083	0.0083	TRUE	0.077
CND00640	3670	2256	4245	3152	2276	1961	3180	3497	3318	2443	2337	2335	2851.67	3332	2372	0.712	-0.489	1.0808332578186e-07	5.41911807158371e-07	0.0011	0.0088	0.0057	0.0057	TRUE	0.0223
CND00650	6858	2161	5846	3281	2248	1707	5942	3350	4570	2543	2308	2032	3457.51	4621	2294	0.496	-1.01	1.05802520977628e-09	6.55995424733135e-09	0.0451	0.0087	0.0194	0.0194	TRUE	0.1205
CND00660	3472	2206	3924	3876	3546	2566	3008	3420	3068	3004	3641	3055	3199.27	3165	3233	1.022	0.032	0.773493593981561	0.825026639991919	0.0078	0.0087	0.0084	0.0084	TRUE	0.148
CND00670	1662	885	1904	3881	2922	2506	1440	1372	1488	3008	3001	2984	2215.38	1433	2998	2.089	1.063	1.40071917000907e-30	2.77133333099108e-29	0	0.0091	0.0056	0.0056	TRUE	0.0159
CND00680	3080	1845	3712	3445	2695	2338	2668	2860	2902	2670	2767	2784	2775.22	2810	2740	0.975	-0.036	0.691791305807182	0.756258085912914	0.001	0.0088	0.0057	0.0057	TRUE	0.024
CND00690	5234	3520	5447	3556	3676	3145	4535	5457	4258	2756	3775	3745	4087.44	4750	3425	0.721	-0.472	0.000595782363223463	0.00161771630620447	0.0227	0.0085	0.0133	0.0133	TRUE	0.358
CND00700	19237	9863	20596	33808	22666	20764	16666	15290	16101	26200	23275	24723	20375.82	16019	24733	1.544	0.627	3.59728014213101e-12	2.77564293155347e-11	0.0026	0.008	0.0058	0.0058	TRUE	0.033
