# ribosum_JEC21.txt
# Summary of ribosome profiling data, C. neoformans serotype D JEC21
# Mean of 2 quasi-replicates (WT JEC21 and AGO1 deletion mutant)
# Reads were aligned with hisat2 to transcriptome
# Then quantified only for 5' ends mapping to annotated ORFs.
# Note this excludes UTRs and excludes initiating ribosomes.
#
# Gene: JEC21 systematic gene name
# RNA: RNA abundance in mean TPM
# RPF: Ribosome occupancy, Ribosome protected fragments in mean TPM
# TE: Translation Efficiency, RPF / RNA
#
# Edward Wallace, June 2018
Gene	RNA	RPF	TE
CND02300	141.986	40.947	0.288
CND02310	11.266	5.907	0.524
CND02320	50.43	52.45	1.04
CND02330	29.119	22.277	0.765
CND02340	6.811	12.6	1.85
CND02350	84.572	131.315	1.553
CND02360	161.102	91.792	0.57
CND02370	585.099	506.996	0.867
CND02380	0.308	0.427	1.387
CND02390	95.749	59.004	0.616
CND02400	6.072	2.306	0.38
CND02410	29.815	17.842	0.598
CND02420	441.304	2279.468	5.165
CND02430	3.651	1.985	0.544
CND02440	100.591	166.433	1.655
CND02450	481.782	1005.269	2.087
CND02460	1.556	0.506	0.325
CND02465	3.277	2.386	0.728
CND02470	22.71	25.472	1.122
CND02475	18.964	10.513	0.554
CND02480	12.784	22.467	1.757
CND02490	14.205	34.04	2.396
CND02500	10.529	2.531	0.24
CND02510	18.867	40.817	2.163
CND02520	23.439	22.332	0.953
CND02530	32.71	297.829	9.105
CND02540	25.96	27.671	1.066
CND02550	63.329	62.69	0.99
CND02560	3.482	0.89	0.256
CND02570	21.036	22.074	1.049
CND02580	13.553	7.149	0.527
CND02590	20.168	21.579	1.07
CND02600	15.829	0.881	0.056
CND02610	354.911	255.207	0.719
CND02620	311.555	1060.637	3.404
CND02630	208.07	306.154	1.471
CND02640	8.197	1.009	0.123
CND02650	87.041	84.522	0.971
CND02660	100.422	58.218	0.58
CND02670	8.379	7.378	0.881
CND02680	79.366	60.979	0.768
CND02690	47.844	133.912	2.799
CND02700	41.623	15.448	0.371
CND02710	95.351	34.549	0.362
CND02720	225.107	196.46	0.873
CND02730	668.943	1089.72	1.629
CND02740	12.358	15.096	1.222
CND02750	135.381	351.425	2.596
CND02770	85.163	91.528	1.075
CND02780	3248.288	5049.633	1.555
CND02790	2266.016	4753.801	2.098
CND02795	27.059	1.568	0.058
CND02800	34.89	55.537	1.592
CND02810	22.076	9.463	0.429
CND02820	59.615	20.826	0.349
CND02830	45.702	38.365	0.839
CND02840	70.433	15.448	0.219
CND02860	52.84	59.104	1.119
CND02870	98.41	63.593	0.646
CND02880	85.642	204.622	2.389
CND02890	7.495	17.078	2.279
CND02900	37.18	158.843	4.272
CND02910	11.359	23.287	2.05
CND02920	63.29	21.159	0.334
CND02930	22.638	21.57	0.953
CND02940	209.801	406.83	1.939
CND02950	31.018	61.975	1.998
CND02960	3605.567	5285.661	1.466
CND02970	343.819	67.449	0.196
CND02980	66.11	27.578	0.417
CND02990	5.9	15.224	2.58
CND03000	13.143	16.005	1.218
CND03010	265.617	95.628	0.36
CND03015	14.508	12.159	0.838
CND03020	78.059	37.077	0.475
CND03025	26.014	12.506	0.481
CND03030	12.709	27.047	2.128
CND03040	275.77	168.237	0.61
CND03050	9.497	6.99	0.736
CND03060	4519.489	5459.583	1.208
CND03070	156.306	372.188	2.381
CND03080	23.315	30.729	1.318
CND03090	36.124	13.897	0.385
CND03100	132.35	116.922	0.883
CND03110	6.905	5.712	0.827
CND03120	204.945	194.126	0.947
CND03130	121.728	32.052	0.263
CND03140	54.829	93.143	1.699
CND03150	114.866	117.195	1.02
CND03160	9.97	6.939	0.696
CND03165	21.714	3.536	0.163
CND03170	3.917	0.617	0.158
CND03180	1.833	0.853	0.465
CND03190	14.439	11.415	0.791
CND03200	55.94	13.685	0.245
CND03210	151.324	197.438	1.305
CND03220	2131.072	722.747	0.339
CND03230	23.414	79.692	3.404
CND03240	37.742	25.735	0.682
CND03250	39.279	48.98	1.247
CND03260	32.24	27.582	0.856
CND03270	21.545	26.544	1.232
CND03280	826.747	1182.615	1.43
CND03290	38.52	26.13	0.678
CND03300	6.465	3.963	0.613
CND03310	6.106	3.501	0.573
CND03320	6.302	2.784	0.442
CND03330	6.031	2.39	0.396
CND03335	2.776	1.908	0.687
CND03340	279.463	155.791	0.557
CND03360	24.979	21.155	0.847
CND03370	48.357	29.562	0.611
CND03380	5.529	1.258	0.228
CND03385	243.673	120.137	0.493
CND03390	135.035	237.758	1.761
CND03400	36.846	45.73	1.241
CND03410	6.37	2.841	0.446
CND03420	47.793	35.315	0.739
CND03430	55.778	29.193	0.523
CND03440	130.491	177.274	1.359
CND03450	23.671	32.121	1.357
CND03460	10501.408	3973.667	0.378
CND03470	1.864	0.213	0.114
CND03475	42.863	44.879	1.047
CND03480	15.326	23.729	1.548
CND03490	138.082	252.353	1.828
CND03500	22.363	12.764	0.571
CND03510	14.351	16.243	1.132
CND03520	12.966	12.638	0.975
CND03530	8.486	2.892	0.341
CND03540	48.995	60.529	1.235
CND03550	293.067	299.61	1.022
CND03560	30.213	40.199	1.331
CND03570	57.663	116.044	2.012
CND03580	21.236	57.529	2.709
CND03590	109.136	50.393	0.462
CND03600	6.149	8.81	1.433
CND03610	14.04	4.269	0.304
CND03620	2.884	0.53	0.184
CND03630	23.248	3.443	0.148
CND03640	33.916	13.242	0.39
CND03645	28.039	16.375	0.584
CND03650	8.69	11.204	1.289
CND03660	10.494	14.345	1.367
CND03670	12.467	27.797	2.23
CND03680	11.195	20.04	1.79
CND03690	4.232	6.408	1.514
CND03700	573.491	510.118	0.889
CND03710	14.668	7.863	0.536
CND03720	32.415	39.897	1.231
CND03730	12.679	3.026	0.239
CND03740	21.257	64.503	3.034
CND03750	10.118	5.568	0.55
CND03760	19.609	12.279	0.626
CND03770	1025.151	428.144	0.418
CND03780	236.315	146.817	0.621
CND03790	10.823	6.064	0.56
CND03800	115.887	213.524	1.843
CND03810	17.285	11.613	0.672
CND03820	12.304	19.276	1.567
CND03830	57.168	23.284	0.407
CND03840	51.326	34.917	0.68
CND03850	234.005	477.965	2.043
CND03860	21.634	22.37	1.034
CND03865	49.579	56.615	1.142
CND03870	62.789	41.45	0.66
CND03880	5.322	0.439	0.082
CND03890	46.649	21.848	0.468
CND03900	326.043	286.746	0.879
CND03910	55.378	115.034	2.077
CND03920	27.957	59.65	2.134
CND03930	386.225	690.531	1.788
CND03940	80.111	194.481	2.428
CND03950	45.333	9.901	0.218
CND03960	59.467	30.454	0.512
CND03970	24.255	12.958	0.534
CND03980	13.961	6.23	0.446
CND03995	3.974	1.352	0.34
CND04010	121.287	62.397	0.514
CND04013	33.252	22.083	0.664
CND04015	NA	NA	NA
CND04020	22.267	17.919	0.805
CND04030	20.663	7.543	0.365
CND04040	53.431	44.772	0.838
CND04050	33.067	36.239	1.096
CND04060	5.778	2.186	0.378
CND04070	432.733	473.395	1.094
CND04080	129.017	64.128	0.497
CND04090	78.185	19.385	0.248
CND04100	42.395	19.072	0.45
CND04110	199.063	361.128	1.814
CND04120	7.973	5.586	0.701
CND04130	6.66	5.595	0.84
CND04140	32.084	3.211	0.1
CND04150	107.459	75.769	0.705
CND04160	20.218	11.896	0.588
CND04170	78.489	33.71	0.429
CND04180	12.604	9.193	0.729
CND04190	2.869	2.615	0.911
CND04200	5154.88	4976.455	0.965
CND04210	25.121	19.921	0.793
CND04220	133.791	149.467	1.117
CND04230	32.761	1.987	0.061
CND04240	44.601	25.65	0.575
CND04250	67.423	163.609	2.427
CND04260	5.44	4.435	0.815
CND04270	212.578	130.91	0.616
CND04280	22.023	13.511	0.613
CND04290	134.603	104.07	0.773
CND04300	32.592	64.126	1.968
CND04310	213.966	254.69	1.19
CND04320	441.596	160.179	0.363
CND04330	100.076	40.078	0.4
CND04340	40.453	22.983	0.568
CND04350	26.151	29.658	1.134
CND04360	70.836	130.036	1.836
CND04370	37.051	51.276	1.384
CND04380	155.4	36.649	0.236
CND04390	17.277	5.235	0.303
CND04400	124.562	235.739	1.893
CND04410	884.16	1695.387	1.918
CND04420	NA	NA	NA
CND04430	960.148	1229.419	1.28
CND04440	18.766	20.006	1.066
CND04450	26.892	37.297	1.387
CND04460	15.724	22.278	1.417
CND04470	143.194	36.125	0.252
CND04480	4660.581	5986.658	1.285
CND04490	7.331	6.593	0.899
CND04500	25.258	11.401	0.451
CND04510	13.207	10.551	0.799
CND04515	13.471	1.997	0.148
CND04520	4.725	11.011	2.331
CND04530	4.876	5.592	1.147
CND04540	30.937	42.27	1.366
CND04550	11.647	15.408	1.323
CND04560	22.58	11.85	0.525
CND04570	11.618	15.665	1.348
CND04580	NA	NA	NA
CND04590	47.544	18.385	0.387
CND04600	262.289	201.023	0.766
CND04610	34.47	14.193	0.412
CND04620	114.137	48.81	0.428
CND04630	15.143	9.629	0.636
CND04640	18.069	15.882	0.879
CND04660	40.513	17.591	0.434
CND04670	73.465	75.916	1.033
CND04680	15.759	7.41	0.47
CND04683	39.616	13.066	0.33
CND04685	60.718	16.873	0.278
CND04690	124.683	155.108	1.244
CND04700	80.177	71.09	0.887
CND04710	4.443	0.363	0.082
CND04730	8.993	9.047	1.006
CND04740	3.606	0.131	0.036
CND04750	286.761	113.827	0.397
CND04760	11.636	48.311	4.152
CND04770	127.766	422.081	3.304
CND04780	35.072	26.152	0.746
CND04790	54.436	53.728	0.987
CND04800	367.604	202.936	0.552
CND04810	13.625	21.089	1.548
CND04840	22.983	15.209	0.662
CND04850	13.921	23.078	1.658
CND04860	50.789	105.947	2.086
CND04870	0.906	0.321	0.355
CND04880	10.103	52.797	5.226
CND04890	34.077	47.021	1.38
CND04900	27.505	13.51	0.491
CND04910	56.153	75.607	1.346
CND04920	262.802	139.368	0.53
CND04930	5.3	5.77	1.089
CND04940	111.991	53.065	0.474
CND04950	19.992	13.917	0.696
CND04960	6.54	0.861	0.132
CND04970	33.969	6.685	0.197
CND04980	25.092	3.9	0.155
CND04990	63.67	42.225	0.663
CND05000	17.775	9.171	0.516
CND05010	13.472	18.765	1.393
CND05020	428.168	454.981	1.063
CND05030	50.874	103.925	2.043
CND05040	35.508	24.647	0.694
CND05050	50.638	22.56	0.446
CND05053	13.441	4.565	0.34
CND05055	5.956	7.063	1.186
CND05060	73.127	230.354	3.15
CND05070	217.454	87.286	0.401
CND05080	207.612	368.162	1.773
CND05090	71.398	59.43	0.832
CND05100	78.776	79.632	1.011
CND05120	243.382	374.595	1.539
CND05130	1.208	0.088	0.073
CND05140	96.196	115.313	1.199
CND05150	276.749	119.14	0.43
CND05160	166.469	509.629	3.061
CND05170	20.7	8.457	0.409
CND05190	22.456	9.116	0.406
CND05200	11.857	8.11	0.684
CND05210	29.922	68.442	2.287
CND05220	2.122	0.539	0.254
CND05230	14.2	13.13	0.925
CND05240	200.155	336.953	1.683
CND05250	210.411	193.467	0.919
CND05260	6.635	8.375	1.262
CND05270	146.484	132.879	0.907
CND05280	0.82	0.664	0.809
CND05290	26.217	9.325	0.356
CND05300	42.001	39.055	0.93
CND05310	8.874	3.061	0.345
CND05320	52.634	38.897	0.739
CND05330	18.451	17.055	0.924
CND05340	7.043	9.658	1.371
CND05350	35.775	44.893	1.255
CND05360	17.995	5.441	0.302
CND05370	5.008	5.77	1.152
CND05390	159.399	61.345	0.385
CND05400	2218.696	6063.587	2.733
CND05410	40.16	9.286	0.231
CND05430	29.703	23.954	0.806
CND05440	22.867	4.261	0.186
CND05450	171.045	106.695	0.624
CND05460	8.6	8.997	1.046
CND05490	172.989	428.912	2.479
CND05500	NA	NA	NA
CND05510	132.166	136.806	1.035
CND05520	18.852	41.051	2.177
CND05530	92.184	59.81	0.649
CND05540	NA	NA	NA
CND05550	7.429	18.434	2.481
CND05560	58.898	138.011	2.343
CND05570	35.489	13.674	0.385
CND05580	140.744	133.659	0.95
CND05590	5.839	3.718	0.637
CND05600	10.132	4.838	0.478
CND05620	7.45	10.385	1.394
CND05630	21.478	26.052	1.213
CND05640	148.801	106.253	0.714
CND05645	311.376	295.02	0.947
CND05650	47.854	2.253	0.047
CND05660	24.897	4.456	0.179
CND05670	26.489	3.112	0.117
CND05680	86.207	4.701	0.055
CND05690	4.789	1.244	0.26
CND05700	7120.008	3316.73	0.466
CND05710	7.665	0.788	0.103
CND05720	17.112	10.142	0.593
CND05740	378.974	235.589	0.622
CND05750	86.207	4.701	0.055
CND05760	7.268	6.439	0.886
CND05770	217.311	273.176	1.257
CND05780	14.95	13.932	0.932
CND05790	24.903	21.68	0.871
CND05800	8.174	3.028	0.37
CND05810	9.565	6.065	0.634
CND05820	23.798	48.431	2.035
CND05830	32.001	21.596	0.675
CND05840	507.204	511.527	1.009
CND05850	77.944	69.2	0.888
CND05860	9.261	6.833	0.738
CND05870	10.541	10.401	0.987
CND05880	NA	NA	NA
CND05890	4.407	0.971	0.22
CND05910	5085.16	2568.785	0.505
CND05920	9.152	3.663	0.4
CND05940	79.4	36.406	0.459
CND05950	4.802	2.329	0.485
CND05960	17.84	4.994	0.28
CND05970	109.589	3.181	0.029
CND05980	1.993	0.505	0.253
CND05990	2.667	1.383	0.518
CND06010	16.532	8.715	0.527
CND06020	7.835	4	0.511
CND06030	8.105	2.861	0.353
CND06040	2.872	2.156	0.751
CND06050	2.139	1.346	0.629
CND06060	29.099	40.197	1.381
CND06070	33.526	20.774	0.62
CND06080	12.247	5.993	0.489
CND06090	14.184	0.617	0.044
CND06100	8.188	19.302	2.357
CND06110	28.98	28.209	0.973
CND06120	37.421	155.727	4.162
CND06130	17.052	2.866	0.168
CND06140	6.704	0.273	0.041
CND06150	28.18	18.857	0.669
CND06160	8.889	0.343	0.039
CND06170	5.253	2.056	0.391
CND06180	20.94	19.312	0.922
CND06190	21.893	14.76	0.674
CND06200	113.678	80.376	0.707
CND06220	462.587	2900.338	6.27
CND06230	NA	NA	NA
CND06240	4.36	0.76	0.174
CND06250	13.571	2.76	0.203
CND06260	132.674	24.256	0.183
CND06280	3272.471	4175.68	1.276
CND06290	129.456	302.004	2.333
CND06300	148.184	321.317	2.168
CND06310	14.191	7.409	0.522
CND06330	136.888	106.545	0.778
CND06350	11.103	2.53	0.228
CND06355	0.884	0.091	0.103
CND06360	2.033	0.476	0.234
CND06370	10.149	6.354	0.626
CND06390	24.037	29.782	1.239
CND06400	10.7	8.465	0.791
CND06410	19.957	0.186	0.009
CND06420	3.27	0.3	0.092
CND06430	NA	NA	NA
CNE00010	64.426	12.854	0.2
CNE00020	1.151	0.101	0.088
CNE00040	11.494	5.968	0.519
CNE00050	45.693	7.455	0.163
CNE00060	453.376	362.814	0.8
CNE00070	628.361	153.707	0.245
CNE00080	54.759	56.546	1.033
CNE00100	NA	NA	NA
CNE00110	24.627	6.197	0.252
CNE00120	7.908	1.341	0.17
CNE00130	15.515	5.403	0.348
CNE00140	8.294	0.742	0.089
CNE00150	48.023	46.871	0.976
CNE00160	40.173	1.762	0.044
CNE00170	3.93	0.228	0.058
CNE00190	20.69	30.082	1.454
CNE00200	215.542	428.739	1.989
CNE00210	491.091	1510.396	3.076
CNE00220	4.047	2.822	0.697
CNE00230	18.918	6.084	0.322
CNE00250	15.954	16.377	1.027
CNE00260	48.296	65.748	1.361
CNE00270	89.859	42.727	0.475
CNE00275	3.381	0.376	0.111
CNE00290	16.378	27.323	1.668
CNE00300	45.607	41.943	0.92
CNE00310	41.1	55.44	1.349
CNE00320	22.382	7.598	0.339
CNE00330	17.465	10.565	0.605
CNE00340	27.09	0.286	0.011
CNE00345	67.552	0.245	0.004
CNE00350	3.287	0.731	0.222
CNE00360	89.028	59.359	0.667
CNE00370	102.932	186.627	1.813
CNE00380	9.016	4.207	0.467
CNE00390	47.853	15.393	0.322
CNE00400	3.816	7.863	2.06
CNE00410	2.625	1.72	0.655
CNE00420	8.453	1.571	0.186
CNE00430	1.706	0.459	0.269
CNE00440	49.072	53.607	1.092
CNE00450	29.191	46.761	1.602
CNE00460	165.996	149.397	0.9
CNE00470	7.284	0.158	0.022
CNE00480	26.96	6.321	0.234
CNE00490	21.12	5.651	0.268
CNE00500	41.518	30.598	0.737
CNE00510	9.742	7.327	0.752
CNE00520	13.691	20.521	1.499
CNE00530	12.993	22.744	1.751
CNE00535	0.821	0.165	0.201
CNE00540	73.438	27.371	0.373
CNE00550	181.593	299.892	1.651
CNE00560	157.091	86.418	0.55
CNE00570	13.02	4.434	0.341
CNE00575	43.961	6.496	0.148
CNE00580	153.091	115.408	0.754
CNE00590	54.842	161.101	2.938
CNE00600	65.899	85.205	1.293
CNE00610	98.191	462.483	4.71
CNE00620	4.923	6.764	1.374
CNE00630	2.462	0.935	0.38
CNE00640	97.446	73.584	0.755
CNE00650	241.362	31.801	0.132
CNE00660	9.89	12.541	1.268
CNE00670	27.642	7.319	0.265
CNE00680	87.855	91.807	1.045
CNE00690	111.961	34.416	0.307
CNE00700	19.555	15.241	0.779
CNE00710	1.361	1.256	0.923
CNE00720	7.19	0.718	0.1
CNE00730	47.552	33.098	0.696
CNE00740	193.179	486.123	2.516
CNE00750	1322.708	1659.783	1.255
CNE00760	14.241	6.5	0.456
CNE00770	28.943	46.869	1.619
CNE00780	3.491	0.255	0.073
CNE00790	149.193	117	0.784
CNE00800	142.266	14.126	0.099
CNE00810	27.235	5.676	0.208
CNE00820	55.089	120.35	2.185
CNE00830	15.004	2.244	0.15
CNE00840	4.824	1.04	0.215
CNE00850	10.621	1.957	0.184
CNE00860	0.792	0.271	0.342
CNE00870	23.064	50.859	2.205
CNE00880	25.103	44.531	1.774
CNE00885	26.788	33.785	1.261
CNE00890	31.222	10.304	0.33
CNE00900	80.499	33.1	0.411
CNE00910	56.12	16.187	0.288
CNE00920	51.036	30.05	0.589
CNE00930	4.193	4.517	1.077
CNE00940	17.943	0.272	0.015
CNE00950	1.781	0.815	0.457
CNE00960	3.884	3.086	0.795
CNE00970	15.988	26.586	1.663
CNE00980	26.832	71.35	2.659
CNE00990	22.945	12.836	0.559
CNE01000	8.541	20.395	2.388
CNE01010	34.074	117.25	3.441
CNE01020	150.54	308.927	2.052
CNE01030	45.576	86.295	1.893
CNE01050	29.116	27.973	0.961
CNE01060	5.482	6.584	1.201
CNE01070	9.119	2.492	0.273
CNE01080	4.203	2.874	0.684
CNE01090	121.979	103.972	0.852
CNE01100	47.552	39.326	0.827
CNE01110	40.242	22.698	0.564
CNE01120	36.287	34.24	0.944
CNE01130	18.06	67.968	3.764
CNE01140	8.678	3.576	0.412
CNE01150	767.202	744.224	0.97
CNE01160	41.771	24.669	0.591
CNE01165	0.346	0.023	0.067
CNE01170	35.939	68.352	1.902
CNE01180	48.585	15.288	0.315
CNE01185	9.809	3.138	0.32
CNE01200	43.002	80.64	1.875
CNE01210	21.07	7.233	0.343
CNE01220	36.044	7.348	0.204
CNE01230	131.809	197.987	1.502
CNE01240	115.08	11.105	0.096
CNE01250	4.285	10.081	2.353
CNE01260	50.029	24.575	0.491
CNE01270	3.135	0.871	0.278
CNE01280	73.912	19.812	0.268
CNE01300	26.829	7.143	0.266
CNE01310	47.092	68.417	1.453
CNE01320	10.501	10.678	1.017
CNE01330	11.911	7.863	0.66
CNE01340	11.342	15.582	1.374
CNE01350	72.63	35.869	0.494
CNE01360	331.221	352.793	1.065
CNE01370	1.07	0.135	0.126
CNE01380	14.092	8.834	0.627
CNE01390	71.673	314.726	4.391
CNE01400	1.919	1.02	0.531
CNE01405	405.071	385.033	0.951
CNE01410	14.226	19.005	1.336
CNE01420	28.253	36.354	1.287
CNE01430	19.827	9.32	0.47
CNE01440	300.209	157.36	0.524
CNE01450	4.713	7.671	1.628
CNE01460	12.98	10.805	0.832
CNE01470	11.099	14.855	1.338
CNE01480	19.458	16.108	0.828
CNE01490	20.688	9.82	0.475
CNE01500	4.055	0.802	0.198
CNE01510	464.86	278.442	0.599
CNE01520	1413.24	465.967	0.33
CNE01530	6.966	6.124	0.879
CNE01540	18.066	14.448	0.8
CNE01550	184.651	150.545	0.815
CNE01560	123.387	249.72	2.024
CNE01570	1.862	0.924	0.497
CNE01575	7.661	0.388	0.051
CNE01580	10.835	5.017	0.463
CNE01590	23.513	44.8	1.905
CNE01600	9.858	16.578	1.682
CNE01610	35.418	53.908	1.522
CNE01620	9.961	7.401	0.743
CNE01630	2.977	0.419	0.141
CNE01635	20.427	11.975	0.586
CNE01640	3.523	2.317	0.658
CNE01645	27.659	18.444	0.667
CNE01650	12.733	21.555	1.693
CNE01655	44.717	15.204	0.34
CNE01660	65.528	15.529	0.237
CNE01670	248.843	194.186	0.78
CNE01680	2.04	1.198	0.587
CNE01690	13.185	11.934	0.905
CNE01710	701.428	306.063	0.436
CNE01720	28.486	114	4.002
CNE01730	26.435	42.102	1.593
CNE01740	7.39	6.108	0.827
CNE01760	17.868	6.177	0.346
CNE01770	22.873	22.299	0.975
CNE01780	101.574	92.643	0.912
CNE01790	21.285	9.559	0.449
CNE01810	20.51	14.5	0.707
CNE01820	499.657	367.091	0.735
CNE01830	27.91	33.516	1.201
CNE01840	4.376	1.673	0.382
CNE01850	35.874	4.988	0.139
CNE01860	13.639	1.165	0.085
CNE01870	11.589	5.509	0.475
CNE01880	35.651	6.295	0.177
CNE01900	23.426	20.798	0.888
CNE01910	5176.692	5015.483	0.969
CNE01920	59.115	30.019	0.508
CNE01930	8.011	9.418	1.176
CNE01940	36.698	23.613	0.643
CNE01950	28.698	7.398	0.258
CNE01960	61.945	146.546	2.366
CNE01970	3.692	0.264	0.072
CNE01980	6.343	1.736	0.274
CNE01990	19.215	5.394	0.281
CNE02000	31.642	53.909	1.704
CNE02010	5.856	1.368	0.234
CNE02015	32.689	58.242	1.782
CNE02020	28.712	36.188	1.26
CNE02025	14.955	22.525	1.506
CNE02030	21.884	3.491	0.16
CNE02035	0	0.182	Inf
CNE02040	5.095	12.398	2.433
CNE02050	41.832	6.606	0.158
CNE02060	7.137	4.159	0.583
CNE02070	5.858	0.094	0.016
CNE02080	72.199	36.418	0.504
CNE02085	0.145	0.049	0.335
CNE02090	1992.387	2336.481	1.173
CNE02100	177.726	147.803	0.832
CNE02110	7.066	2.537	0.359
CNE02120	13.965	10.095	0.723
CNE02135	1.421	0.17	0.12
CNE02140	8.305	4.002	0.482
CNE02150	56.334	21.287	0.378
CNE02160	3726.268	5867.955	1.575
CNE02170	2721.462	5040.152	1.852
CNE02180	5.276	2.805	0.532
CNE02190	38.982	85.844	2.202
CNE02200	143.274	97.55	0.681
CNE02210	69.798	188.237	2.697
CNE02220	21.136	21.311	1.008
CNE02230	16.137	8.693	0.539
CNE02240	50.166	5.123	0.102
CNE02250	6.858	7.545	1.1
CNE02255	5.719	0.154	0.027
CNE02260	37.317	10.906	0.292
CNE02270	55.747	18.576	0.333
CNE02280	10.107	21.42	2.119
CNE02290	50.42	77.321	1.534
CNE02300	108.075	107.817	0.998
CNE02310	668.401	1384.926	2.072
CNE02320	8.442	7.233	0.857
CNE02330	72.053	15.028	0.209
CNE02340	6.61	4.294	0.65
CNE02350	10.856	2.147	0.198
CNE02360	130.21	59.824	0.459
CNE02370	104.772	166.008	1.584
CNE02380	25.448	20.303	0.798
CNE02390	14.412	8.805	0.611
CNE02400	46.228	40.557	0.877
CNE02410	20.884	9.549	0.457
CNE02420	54.006	12.897	0.239
CNE02430	31.253	20.536	0.657
CNE02435	0.615	0.22	0.357
CNE02440	532.306	441.159	0.829
CNE02450	45.492	30.372	0.668
CNE02460	41.765	18.266	0.437
CNE02470	8.33	9.458	1.135
CNE02475	10.572	4.759	0.45
CNE02480	38.846	42.817	1.102
CNE02490	13.176	3.759	0.285
CNE02500	70.09	138.291	1.973
CNE02510	13.31	9.846	0.74
CNE02520	269.645	231.687	0.859
CNE02525	79.042	68.242	0.863
CNE02550	74.916	64.018	0.855
CNE02560	54.238	7.861	0.145
CNE02570	4.392	2.529	0.576
CNE02580	21.671	5.911	0.273
CNE02590	12.154	9.784	0.805
CNE02600	1.556	0.364	0.234
CNE02610	5434.609	3540.763	0.652
CNE02620	4.536	1.244	0.274
CNE02630	1.55	0.325	0.21
CNE02640	26.663	14.405	0.54
CNE02650	13.892	31.023	2.233
CNE02660	93.745	78.526	0.838
CNE02670	68.682	31.304	0.456
CNE02680	27.87	29.566	1.061
CNE02690	106.972	160.792	1.503
CNE02700	52.596	158.232	3.008
CNE02710	27.557	26.242	0.952
CNE02720	84.171	45.082	0.536
CNE02730	3.718	1.013	0.273
CNE02740	12.323	14	1.136
CNE02750	20.378	21.429	1.052
CNE02760	17.086	21.179	1.24
CNE02770	65.27	145.631	2.231
CNE02780	14.136	13.661	0.966
CNE02790	68.032	101.867	1.497
CNE02800	397.32	552.854	1.391
CNE02810	47.253	43.689	0.925
CNE02820	8.043	2.366	0.294
CNE02830	1.547	4.634	2.996
CNE02840	31.398	20.478	0.652
CNE02850	37.482	42.168	1.125
CNE02860	133.246	102.689	0.771
CNE02870	161.217	52.38	0.325
CNE02880	45.519	8.55	0.188
CNE02890	2083.557	2160.968	1.037
CNE02900	9.445	5.083	0.538
CNE02910	16.568	12.662	0.764
CNE03010	57.373	55.199	0.962
CNE03020	331.35	157.514	0.475
CNE03030	66.677	96.555	1.448
CNE03040	39.096	68.587	1.754
CNE03050	52.174	28.886	0.554
CNE03055	202.237	41.815	0.207
CNE03060	3129.193	4704.146	1.503
CNE03070	10.533	4.574	0.434
CNE03080	82.188	58.625	0.713
CNE03090	90.677	41.495	0.458
CNE03100	18.303	8.623	0.471
CNE03110	72.868	43.284	0.594
CNE03115	47.421	23	0.485
CNE03120	80.324	13.857	0.173
CNE03125	10.398	5.216	0.502
CNE03130	49.12	43.837	0.892
CNE03140	3.278	1.339	0.408
CNE03150	3.043	2.869	0.943
CNE03160	16.424	19.216	1.17
CNE03170	23.13	27.675	1.196
CNE03180	75.002	60.611	0.808
CNE03190	24.637	21.555	0.875
CNE03200	26.37	23.728	0.9
CNE03210	17.494	8.006	0.458
CNE03220	20.582	7.162	0.348
CNE03230	6.525	2.55	0.391
CNE03240	7.364	5.265	0.715
CNE03250	8.213	14.314	1.743
CNE03260	25.024	33.197	1.327
CNE03270	20	9.472	0.474
CNE03280	42.44	111.485	2.627
CNE03290	140.712	335.719	2.386
CNE03300	8.327	15.148	1.819
CNE03310	27.236	12.667	0.465
CNE03320	168.664	278.177	1.649
CNE03330	51.878	187.394	3.612
CNE03340	8.576	7.591	0.885
CNE03350	15.294	11.164	0.73
CNE03360	73.638	131.722	1.789
CNE03370	42.593	17.972	0.422
CNE03380	340.348	395.579	1.162
CNE03390	9.874	18.698	1.894
CNE03395	39.717	31.55	0.794
CNE03400	16.531	9.117	0.552
CNE03410	141.747	70.454	0.497
CNE03420	121.583	116.747	0.96
CNE03430	40.864	97.794	2.393
CNE03440	5.024	8.009	1.594
CNE03450	13.174	24.897	1.89
CNE03460	59.714	42.341	0.709
CNE03463	4.138	0.294	0.071
CNE03465	70.585	113.967	1.615
CNE03470	212.697	200.122	0.941
CNE03480	55.095	171.803	3.118
CNE03490	7.607	6.906	0.908
CNE03500	53.987	44.196	0.819
CNE03510	17.124	26.032	1.52
CNE03520	72.157	18.935	0.262
CNE03525	3.958	0.359	0.091
CNE03530	14.967	4.938	0.33
CNE03540	1.267	6.961	5.495
CNE03550	97.944	121.513	1.241
CNE03560	40.537	29.474	0.727
CNE03570	11.857	23.193	1.956
CNE03590	15.979	9.616	0.602
CNE03600	9.99	15.213	1.523
CNE03610	190.174	203.386	1.069
CNE03620	27.816	37.626	1.353
CNE03630	86.705	100.257	1.156
CNE03640	42.148	33.148	0.786
CNE03650	6.615	9.478	1.433
CNE03660	20.604	3.695	0.179
CNE03670	1.816	0.932	0.513
CNE03680	1.701	0.453	0.267
CNE03700	3.365	3.189	0.948
CNE03710	4.697	26.823	5.711
CNE03720	37.498	55.774	1.487
