# ribosum_JEC21.txt
# Summary of ribosome profiling data, C. neoformans serotype D JEC21
# Mean of 2 quasi-replicates (WT JEC21 and AGO1 deletion mutant)
# Reads were aligned with hisat2 to transcriptome
# Then quantified only for 5' ends mapping to annotated ORFs.
# Note this excludes UTRs and excludes initiating ribosomes.
#
# Gene: JEC21 systematic gene name
# RNA: RNA abundance in mean TPM
# RPF: Ribosome occupancy, Ribosome protected fragments in mean TPM
# TE: Translation Efficiency, RPF / RNA
#
# Edward Wallace, June 2018
Gene	RNA	RPF	TE
CNE05290	119.114	0.774	0.006
CNE05300	31.963	6.361	0.199
CNE05310	10.755	4.431	0.412
CNE05320	21.179	9.368	0.442
CNE05330	69.811	70.539	1.01
CNE05340	8.702	6.369	0.732
CNE05350	26.911	44.157	1.641
CNE05360	67.911	67.474	0.994
CNE05380	46.188	4.506	0.098
CNF00010	5.843	11.06	1.893
CNF00020	1.374	0.357	0.26
CNF00040	319.334	613.819	1.922
CNF00050	69.125	47.8	0.691
CNF00070	144.817	340.465	2.351
CNF00080	19.221	23.421	1.219
CNF00090	133.464	332.014	2.488
CNF00100	76.653	24.669	0.322
CNF00120	21.218	23.282	1.097
CNF00125	4.918	2.772	0.564
CNF00130	48.754	13.324	0.273
CNF00140	NA	NA	NA
CNF00150	12.186	9.754	0.8
CNF00160	115.322	49.459	0.429
CNF00163	15.972	8.818	0.552
CNF00165	38.144	17.436	0.457
CNF00167	13.366	1.615	0.121
CNF00170	29.769	6.389	0.215
CNF00180	5.154	3.655	0.709
CNF00190	27.442	7.063	0.257
CNF00195	1.716	0.726	0.423
CNF00200	16.917	5.816	0.344
CNF00210	406.23	99.713	0.245
CNF00220	1.7	1.218	0.716
CNF00230	3.826	3.026	0.791
CNF00240	49.845	46.751	0.938
CNF00250	27.591	0.085	0.003
CNF00260	18.467	65.143	3.528
CNF00270	18.765	14.715	0.784
CNF00280	6.678	3.874	0.58
CNF00290	28.941	7.356	0.254
CNF00300	2.171	0.605	0.279
CNF00310	5.741	4.059	0.707
CNF00320	46.336	40.813	0.881
CNF00330	182.756	3.213	0.018
CNF00340	19.783	10.423	0.527
CNF00350	1.538	0.68	0.442
CNF00360	5.72	1.446	0.253
CNF00370	9.961	20.584	2.066
CNF00380	6.688	4.418	0.661
CNF00385	0.517	0.15	0.291
CNF00390	28.072	27.638	0.985
CNF00400	79.978	221.951	2.775
CNF00410	58.339	42.434	0.727
CNF00420	144.593	52.773	0.365
CNF00430	125.293	514.736	4.108
CNF00440	63.026	8.656	0.137
CNF00450	13.537	3.496	0.258
CNF00460	20.419	1.974	0.097
CNF00470	35.884	19.354	0.539
CNF00480	39.221	63.471	1.618
CNF00490	430.917	159.156	0.369
CNF00500	37.853	86.451	2.284
CNF00510	3.897	0.107	0.028
CNF00520	3.898	1.656	0.425
CNF00540	57.969	17.908	0.309
CNF00550	31.095	26.795	0.862
CNF00560	4.868	6.293	1.293
CNF00570	1115.023	3619.642	3.246
CNF00580	135.103	162.129	1.2
CNF00585	0.073	0.105	1.442
CNF00590	1.111	1.143	1.028
CNF00600	6.907	0.906	0.131
CNF00610	9.21	1.085	0.118
CNF00620	31.862	5.361	0.168
CNF00630	560.524	1007.662	1.798
CNF00640	10.731	2.291	0.214
CNF00650	66.493	450.57	6.776
CNF00655	42.837	38.813	0.906
CNF00660	11.286	8.775	0.777
CNF00670	2288.906	4309.555	1.883
CNF00680	18.507	4.103	0.222
CNF00690	3.945	0.09	0.023
CNF00710	46.201	23.457	0.508
CNF00720	16.292	7.623	0.468
CNF00730	144.296	316.624	2.194
CNF00740	61.93	160.799	2.596
CNF00750	78.237	18.321	0.234
CNF00760	20.429	12.554	0.615
CNF00770	19.98	30.244	1.514
CNF00780	23.971	32.442	1.353
CNF00790	10.368	10.203	0.984
CNF00800	43.873	134.249	3.06
CNF00810	106.691	207.547	1.945
CNF00820	7.028	2.954	0.42
CNF00825	61.894	38.491	0.622
CNF00830	31.612	14.517	0.459
CNF00850	266.174	230.759	0.867
CNF00860	70.229	46.91	0.668
CNF00870	318.757	276.274	0.867
CNF00880	2.313	0.128	0.055
CNF00890	73.195	360.821	4.93
CNF00900	53.062	25.116	0.473
CNF00905	65.586	24.05	0.367
CNF00910	11.99	51.668	4.309
CNF00920	73.36	66.528	0.907
CNF00930	56.383	64.697	1.147
CNF00940	109.252	112.451	1.029
CNF00950	8.518	11.853	1.392
CNF00960	30.95	47.078	1.521
CNF00970	114.67	127.102	1.108
CNF00980	2.207	0.512	0.232
CNF00990	17.718	0.894	0.05
CNF01000	7.38	4.14	0.561
CNF01020	46.576	23.71	0.509
CNF01030	4.278	0.723	0.169
CNF01040	1.129	0.608	0.538
CNF01050	4.456	3.35	0.752
CNF01060	4.929	3.398	0.689
CNF01070	3.187	0.351	0.11
CNF01080	449.984	232.248	0.516
CNF01090	4.426	7.418	1.676
CNF01100	82.889	30.811	0.372
CNF01110	12.02	7.598	0.632
CNF01120	1.707	1.041	0.61
CNF01130	4.728	3.566	0.754
CNF01140	232.776	70.878	0.304
CNF01150	86.783	183.109	2.11
CNF01160	198.318	64.504	0.325
CNF01165	3.563	1.467	0.412
CNF01170	15.441	6.591	0.427
CNF01180	120.343	103.924	0.864
CNF01190	68.171	101.744	1.492
CNF01200	29.711	72.44	2.438
CNF01210	17.557	3.939	0.224
CNF01220	8.76	0.888	0.101
CNF01230	7.141	2.146	0.301
CNF01240	402.926	663.757	1.647
CNF01250	99.457	161.686	1.626
CNF01260	144.852	514.373	3.551
CNF01270	24.927	17.741	0.712
CNF01280	441.495	85.701	0.194
CNF01290	450.588	397.785	0.883
CNF01300	11.906	13.007	1.092
CNF01310	3.298	3.403	1.032
CNF01320	51.279	13.152	0.256
CNF01330	50.894	34.901	0.686
CNF01340	1783.137	2307.837	1.294
CNF01350	34.675	17.515	0.505
CNF01360	3.992	0.337	0.084
CNF01370	3.467	0.518	0.149
CNF01380	9.794	0.637	0.065
CNF01390	2.751	0.847	0.308
CNF01400	0.297	0.051	0.171
CNF01410	5.575	1.427	0.256
CNF01420	11.156	13.985	1.254
CNF01430	27.23	3.752	0.138
CNF01440	21.188	13.067	0.617
CNF01450	18.387	4.055	0.221
CNF01460	1.657	0.794	0.479
CNF01470	2.282	0.43	0.188
CNF01480	85.746	72.957	0.851
CNF01490	6.385	0.311	0.049
CNF01500	11.411	11.694	1.025
CNF01510	27.154	18.043	0.664
CNF01515	9.57	0.099	0.01
CNF01520	44.779	115.026	2.569
CNF01530	145.485	280.035	1.925
CNF01540	90.521	286.785	3.168
CNF01550	31.152	57.878	1.858
CNF01560	7.902	10.762	1.362
CNF01570	10.268	14.606	1.422
CNF01580	52.15	10.038	0.192
CNF01590	44.155	61.091	1.384
CNF01600	29.29	13.965	0.477
CNF01610	12.763	15.059	1.18
CNF01620	203.605	204.89	1.006
CNF01630	80.35	52.07	0.648
CNF01640	32.61	9.71	0.298
CNF01650	5798.746	4465.905	0.77
CNF01660	68.642	8.609	0.125
CNF01670	12.453	4.137	0.332
CNF01680	62.762	39.313	0.626
CNF01690	41.24	15.43	0.374
CNF01700	30.065	46.484	1.546
CNF01710	11.485	14.898	1.297
CNF01720	39.594	6.226	0.157
CNF01730	26.176	19.092	0.729
CNF01740	109.162	29.612	0.271
CNF01750	25.961	19.894	0.766
CNF01760	38.996	34.379	0.882
CNF01770	6.39	1.51	0.236
CNF01780	64.137	30.725	0.479
CNF01790	4504.001	4735.049	1.051
CNF01800	125.283	330.446	2.638
CNF01805	90.844	112.061	1.234
CNF01810	30.159	40.077	1.329
CNF01820	4.1	3.394	0.828
CNF01830	49.459	18.904	0.382
CNF01840	38.465	34.452	0.896
CNF01850	55.282	24.274	0.439
CNF01860	355.789	214.167	0.602
CNF01870	12.089	22.402	1.853
CNF01890	72.05	64.089	0.89
CNF01900	148.346	220.063	1.483
CNF01910	20.444	30.548	1.494
CNF01915	5.15	0.358	0.069
CNF01920	7.758	0.048	0.006
CNF01930	2.227	1.485	0.667
CNF01940	15.316	5.771	0.377
CNF01950	87.666	37.273	0.425
CNF01960	142.6	93.781	0.658
CNF01970	65.101	94.396	1.45
CNF01980	8.972	5.889	0.656
CNF02000	1.897	0.264	0.139
CNF02010	24.696	17.299	0.7
CNF02020	110.552	37.363	0.338
CNF02030	12.018	7.958	0.662
CNF02040	8.555	7.704	0.901
CNF02050	7.775	11.144	1.433
CNF02060	15.061	13.795	0.916
CNF02070	10.956	1.441	0.132
CNF02080	421.917	162.698	0.386
CNF02085	74.03	40.307	0.544
CNF02090	66.953	35.648	0.532
CNF02100	29.181	76.599	2.625
CNF02110	16.474	20.297	1.232
CNF02120	12.467	0.581	0.047
CNF02130	71.8	112.732	1.57
CNF02140	136.304	206.667	1.516
CNF02145	3.352	0.907	0.27
CNF02150	15472.154	6158.536	0.398
CNF02160	145.591	228.796	1.572
CNF02180	60.231	198.026	3.288
CNF02190	65.519	41.961	0.64
CNF02210	54.445	29.183	0.536
CNF02220	88.521	39.808	0.45
CNF02230	96.046	90.036	0.937
CNF02240	16.626	23.697	1.425
CNF02245	54.285	30.332	0.559
CNF02250	112.394	335.862	2.988
CNF02260	47.26	26.977	0.571
CNF02270	61.462	127.44	2.073
CNF02280	853.904	3400.51	3.982
CNF02290	13.569	13.606	1.003
CNF02300	8.255	4.414	0.535
CNF02310	8.642	24.032	2.781
CNF02315	0.59	0.144	0.244
CNF02320	65.927	57.676	0.875
CNF02330	27.052	3.992	0.148
CNF02340	17.38	13.268	0.763
CNF02350	18.793	6.176	0.329
CNF02360	27.085	31.11	1.149
CNF02370	38.045	21.755	0.572
CNF02380	0.423	0.284	0.671
CNF02385	0.717	0.402	0.561
CNF02390	13.806	5.866	0.425
CNF02393	2.675	0.168	0.063
CNF02395	19.275	4.303	0.223
CNF02400	11.256	45.233	4.019
CNF02410	12.945	13.941	1.077
CNF02415	40.916	14.82	0.362
CNF02420	53.603	30.508	0.569
CNF02430	98.155	117.296	1.195
CNF02440	2.11	2.519	1.194
CNF02445	7.307	1.35	0.185
CNF02450	0.948	0.826	0.871
CNF02470	52.79	52.285	0.99
CNF02480	1349.702	3242.014	2.402
CNF02490	16.571	12.337	0.744
CNF02510	16.117	6.647	0.412
CNF02520	90.594	311.559	3.439
CNF02530	5.518	13.901	2.519
CNF02540	NA	NA	NA
CNF02550	12.758	22.706	1.78
CNF02560	7.005	2.893	0.413
CNF02570	8.656	1.22	0.141
CNF02580	36.577	23.011	0.629
CNF02590	75.515	119.322	1.58
CNF02600	7.869	4.4	0.559
CNF02610	15.572	14.228	0.914
CNF02620	17.436	31.835	1.826
CNF02630	279.725	404.954	1.448
CNF02640	218.149	49.309	0.226
CNF02650	51.678	112.316	2.173
CNF02660	56.754	50.175	0.884
CNF02670	25.366	4.479	0.177
CNF02680	8.446	4.929	0.584
CNF02690	14.171	24.578	1.734
CNF02700	44.694	9.349	0.209
CNF02710	10.705	15.642	1.461
CNF02715	69.06	52.088	0.754
CNF02720	318.207	673.449	2.116
CNF02730	140.591	70.875	0.504
CNF02735	6.764	10.996	1.626
CNF02740	411.783	82.762	0.201
CNF02750	5.481	1.542	0.281
CNF02760	1178.012	1221.749	1.037
CNF02770	94.008	50.902	0.541
CNF02790	0	0	NaN
CNF02800	274.43	173.484	0.632
CNF02810	6.707	4.285	0.639
CNF02820	31.831	17.394	0.546
CNF02830	11.067	2.064	0.186
CNF02840	62.222	64.624	1.039
CNF02850	314.439	153.658	0.489
CNF02860	171.849	131.797	0.767
CNF02870	27.65	14.465	0.523
CNF02875	91.356	61.403	0.672
CNF02890	5.682	0.293	0.051
CNF02900	20.561	27.052	1.316
CNF02910	0.222	0.346	1.554
CNF02920	338.875	165.73	0.489
CNF02930	17.438	14.623	0.839
CNF02940	52.962	41.815	0.79
CNF02950	386.854	202.667	0.524
CNF02960	161.231	136.407	0.846
CNF02970	65.269	9.316	0.143
CNF02980	92.297	28.329	0.307
CNF02990	25.944	19.067	0.735
CNF03000	17.166	6.913	0.403
CNF03010	93.518	30.056	0.321
CNF03020	14.684	20.573	1.401
CNF03130	3.935	0.235	0.06
CNF03140	0.019	0.077	4.122
CNF03150	21.556	0.052	0.002
CNF03160	5120.812	6125.095	1.196
CNF03170	NA	NA	NA
CNF03180	15.5	12.117	0.782
CNF03185	110.666	90.634	0.819
CNF03190	7.839	7.595	0.969
CNF03200	103.479	129.592	1.252
CNF03205	2.477	0.136	0.055
CNF03210	162.818	64.01	0.393
CNF03215	9.471	3.181	0.336
CNF03220	62.276	80.89	1.299
CNF03230	20.254	21.65	1.069
CNF03240	23.156	30.101	1.3
CNF03250	112.326	83.622	0.744
CNF03260	31.588	70.127	2.22
CNF03270	9.912	14.271	1.44
CNF03280	34.55	30.906	0.895
CNF03300	89.65	46.305	0.517
CNF03310	89.995	31.392	0.349
CNF03320	64.635	47.756	0.739
CNF03330	14.35	13.407	0.934
CNF03360	185.27	326.753	1.764
CNF03370	24.035	32.748	1.362
CNF03390	8.243	3.898	0.473
CNF03400	45.988	21.427	0.466
CNF03410	47.587	94.917	1.995
CNF03420	15.444	21.088	1.365
CNF03425	9.475	0.14	0.015
CNF03430	92.456	31.833	0.344
CNF03440	7.507	7.501	0.999
CNF03450	6.039	6.647	1.101
CNF03460	29.487	47.258	1.603
CNF03470	0.335	1.612	4.819
CNF03480	14.783	6.608	0.447
CNF03490	41.708	70.787	1.697
CNF03500	421.426	178.645	0.424
CNF03510	10.68	7.984	0.748
CNF03520	21.062	9.054	0.43
CNF03530	1.688	2.454	1.454
CNF03540	11.074	7.555	0.682
CNF03550	9.957	12.882	1.294
CNF03560	800.441	899.136	1.123
CNF03580	7.78	5.035	0.647
CNF03590	9.733	6.493	0.667
CNF03610	26.414	10.087	0.382
CNF03620	7.748	2.948	0.38
CNF03630	8.211	9.138	1.113
CNF03640	39.007	13.934	0.357
CNF03650	89.777	92.949	1.035
CNF03660	47.397	11.224	0.237
CNF03670	43.123	48.478	1.124
CNF03680	46.157	60.133	1.303
CNF03690	17.391	14.056	0.808
CNF03700	390.258	661.015	1.694
CNF03710	96.871	231.077	2.385
CNF03720	55.131	167.663	3.041
CNF03730	55.149	12.283	0.223
CNF03740	15.421	18.887	1.225
CNF03750	77.402	31.182	0.403
CNF03760	22.063	48.524	2.199
CNF03770	15.205	16.419	1.08
CNF03780	167.626	233.072	1.39
CNF03800	19.677	17.383	0.883
CNF03810	2.246	0.353	0.157
CNF03820	44.043	122.538	2.782
CNF03830	28.591	17.547	0.614
CNF03840	11379.269	6187.81	0.544
CNF03860	9.051	4.291	0.474
CNF03870	18.296	31.281	1.71
CNF03880	345.051	199.423	0.578
CNF03890	11.688	10.119	0.866
CNF03900	21.04	94.215	4.478
CNF03910	91.424	47.447	0.519
CNF03920	58.089	134.949	2.323
CNF03930	111.941	85.732	0.766
CNF03940	33.369	44.099	1.322
CNF03950	32.166	25.009	0.777
CNF03960	3.544	0.53	0.149
CNF03970	195.564	165.959	0.849
CNF03985	0.888	0.039	0.044
CNF03990	18.717	42.346	2.262
CNF04000	127.322	56.898	0.447
CNF04005	2.713	0.233	0.086
CNF04020	10.66	11.16	1.047
CNF04030	45.769	20.769	0.454
CNF04035	11.735	2.927	0.249
CNF04050	58.119	4.584	0.079
CNF04060	118.945	50.392	0.424
CNF04070	276.493	67.086	0.243
CNF04080	60.132	79.42	1.321
CNF04090	11.401	5.669	0.497
CNF04100	1.869	0.408	0.218
CNF04110	30.118	37.27	1.237
CNF04120	18.572	0.047	0.003
CNF04130	10.407	18.276	1.756
CNF04140	82.53	79.151	0.959
CNF04150	3334.343	3834.494	1.15
CNF04160	28.927	17.354	0.6
CNF04170	14.58	12.559	0.861
CNF04190	20.754	36.318	1.75
CNF04200	12.219	24.679	2.02
CNF04210	96.722	14.116	0.146
CNF04220	4.238	0.316	0.075
CNF04230	5.332	2.215	0.415
CNF04240	101.715	132.897	1.307
CNF04250	8.901	1.048	0.118
CNF04270	100.676	124.928	1.241
CNF04280	21.273	13.263	0.623
CNF04290	21.441	6.409	0.299
CNF04310	19.846	19.305	0.973
CNF04330	54.824	82.989	1.514
CNF04340	10.748	7.842	0.73
CNF04350	2.681	3.948	1.472
CNF04360	7.602	11.935	1.57
CNF04390	15.017	9.869	0.657
CNF04400	71.793	173.994	2.424
CNF04410	1.825	0.461	0.253
CNF04420	1.948	2.308	1.185
CNF04430	3.138	1.816	0.579
CNF04440	9.4	2.756	0.293
CNF04450	601.963	865.664	1.438
CNF04460	54.328	39.763	0.732
CNF04470	28.801	1.938	0.067
CNF04480	43.758	7.012	0.16
CNF04490	22.749	17.366	0.763
CNF04500	5.663	4.859	0.858
CNF04510	24.698	57.131	2.313
CNF04520	63.927	108.503	1.697
CNF04530	18.71	18.937	1.012
CNF04540	119.017	342.953	2.882
CNF04560	5.166	0.908	0.176
CNF04570	5.746	5.053	0.879
CNF04580	3.98	9.108	2.289
CNF04590	17.294	16.006	0.926
CNF04600	6.567	0.988	0.15
CNF04610	2.568	2.378	0.926
CNF04620	32.376	64.633	1.996
CNF04630	23.971	11.451	0.478
CNF04640	6.235	8.947	1.435
CNF04650	12.717	18.156	1.428
CNF04660	5.06	3.886	0.768
CNF04670	10.689	24	2.245
CNF04680	18.728	19.549	1.044
CNF04690	31.091	26.472	0.851
CNF04700	51.386	51.03	0.993
CNF04710	0.514	0.058	0.114
CNF04720	47.869	137.276	2.868
CNF04730	756.273	747.428	0.988
CNF04740	291.933	125.635	0.43
CNF04750	33.831	15.378	0.455
CNF04760	5.992	8.501	1.419
CNF04770	3.228	0.753	0.233
CNF04780	2.77	0.228	0.082
CNF04790	37.045	8.549	0.231
CNF04800	14.318	5.081	0.355
CNF04810	3.344	1.326	0.396
CNF04820	82.545	211.637	2.564
CNF04830	27.564	39.114	1.419
CNF04850	0.394	0.035	0.09
CNF04860	9.02	12.755	1.414
CNF04870	10.93	2.005	0.183
CNF04880	7.196	7.606	1.057
CNF04890	13.794	2.663	0.193
CNF04900	22.904	42.156	1.841
CNF04910	3.687	0.693	0.188
CNF04930	1.617	0.043	0.027
CNF04940	0	0.004	Inf
CNG00010	NA	NA	NA
CNG00015	47.708	21.486	0.45
CNG00020	111.222	59.307	0.533
CNG00030	33.437	52.051	1.557
CNG00040	11.488	0.273	0.024
CNG00050	18.203	0.726	0.04
CNG00060	35.644	3.022	0.085
CNG00070	43.078	6.964	0.162
CNG00080	33.581	21.646	0.645
CNG00100	6	24.552	4.092
CNG00110	6.726	0.637	0.095
CNG00120	20.562	8.339	0.406
CNG00130	191.945	76.16	0.397
CNG00140	309.507	133.796	0.432
CNG00150	87.715	51.431	0.586
CNG00160	186.85	132.871	0.711
CNG00170	48.783	158.526	3.25
CNG00180	7.871	5.343	0.679
CNG00190	16.103	16.305	1.013
CNG00210	23.919	10.05	0.42
CNG00230	68.445	112.479	1.643
CNG00240	14.03	7.414	0.528
CNG00250	13.855	25.585	1.847
CNG00270	67.577	32.552	0.482
CNG00280	11.328	15.719	1.388
CNG00290	58.61	4.369	0.075
CNG00300	1690.115	3747.789	2.217
CNG00305	0.366	0.202	0.552
CNG00310	4.026	0.232	0.058
CNG00320	9.442	8.045	0.852
CNG00340	15.038	0.772	0.051
CNG00350	1.901	0.773	0.406
CNG00360	29.868	51.67	1.73
CNG00370	4.473	3.859	0.863
CNG00380	8.902	0.396	0.044
CNG00390	21.426	0.477	0.022
CNG00400	0.746	0.584	0.783
CNG00410	3.811	6.027	1.581
CNG00420	11.928	3.47	0.291
CNG00430	5.69	2.23	0.392
CNG00440	2.822	1.603	0.568
CNG00445	2.307	8.618	3.736
CNG00450	169.128	58.889	0.348
CNG00460	12.461	10.241	0.822
CNG00470	14.896	1.222	0.082
CNG00480	55.891	142.568	2.551
CNG00490	26.786	89.267	3.333
CNG00500	50.134	5.877	0.117
CNG00510	66.826	27.424	0.41
CNG00520	6.621	5.167	0.78
CNG00530	655.016	592.301	0.904
CNG00540	14.115	12.277	0.87
CNG00550	43.442	63.034	1.451
CNG00560	151.2	65.056	0.43
CNG00570	36.589	19.906	0.544
CNG00580	12.316	19.354	1.571
CNG00590	78.302	345.341	4.41
CNG00600	1.177	3.509	2.982
CNG00610	16.849	11.672	0.693
CNG00615	54.206	16.06	0.296
CNG00620	8.112	13.231	1.631
CNG00630	3.7	0.847	0.229
CNG00640	18.826	8.197	0.435
CNG00650	16.209	4.83	0.298
CNG00660	18.891	37.048	1.961
CNG00670	21.865	25.697	1.175
CNG00680	24.658	8.004	0.325
CNG00690	11.212	1.712	0.153
CNG00700	35.103	20.291	0.578
CNG00705	22.155	35.549	1.605
CNG00710	NA	NA	NA
CNG00720	93.467	54.375	0.582
CNG00730	23.275	14.919	0.641
CNG00740	7.501	0.214	0.028
CNG00750	16.406	25.543	1.557
CNG00770	32.95	15.059	0.457
CNG00780	47.692	25.986	0.545
CNG00790	469.442	270.599	0.576
CNG00800	304.308	54.528	0.179
CNG00810	250.841	66.572	0.265
CNG00820	26.998	8.834	0.327
CNG00830	2773.531	4560.68	1.644
CNG00840	129.637	238.326	1.838
CNG00850	113.275	62.067	0.548
CNG00860	NA	NA	NA
CNG00870	19.394	3.443	0.178
CNG00890	1.724	1.797	1.042
CNG00895	0.606	0.07	0.116
CNG00900	4.619	7.227	1.565
CNG00910	28.301	13.718	0.485
CNG00930	2.861	4.624	1.616
CNG00940	11.732	8.013	0.683
CNG00950	0.504	0.824	1.637
CNG00960	195.464	78.141	0.4
CNG00965	10.393	3.632	0.349
CNG00970	0.636	0.517	0.812
CNG00980	37.582	48.489	1.29
CNG00990	10.481	7.373	0.703
CNG01000	0.265	0.228	0.858
CNG01010	1.65	0.707	0.429
CNG01020	35.214	12.654	0.359
CNG01030	53.138	68.987	1.298
CNG01040	15.697	3.056	0.195
CNG01050	36.222	21.537	0.595
CNG01060	318.157	192.19	0.604
CNG01070	11.17	26.407	2.364
CNG01080	21.781	15.327	0.704
CNG01090	202.734	80.539	0.397
CNG01100	590.519	1158.141	1.961
CNG01105	22.049	7.862	0.357
CNG01110	1.566	0.233	0.149
CNG01120	2.042	0.12	0.059
CNG01130	6.073	1.991	0.328
CNG01140	11.413	10.162	0.89
CNG01150	191.679	645.531	3.368
CNG01160	17.709	28.994	1.637
CNG01170	0.906	0.741	0.818
CNG01190	16.097	28.084	1.745
CNG01200	38.46	40.156	1.044
CNG01210	45.167	57.64	1.276
CNG01220	13.367	5.116	0.383
CNG01230	9.68	17.41	1.799
CNG01240	14.243	1.14	0.08
CNG01250	4.452	0.68	0.153
CNG01260	11.14	31.52	2.83
CNG01270	5.961	3.515	0.59
CNG01280	0.022	0.107	4.897
CNG01290	156.486	253.499	1.62
CNG01300	156.703	73.92	0.472
CNG01310	84.532	301.736	3.569
CNG01320	196.912	101.678	0.516
CNG01325	12.858	3.573	0.278
CNG01330	0.034	0.077	2.277
CNG01340	7.743	12.165	1.571
CNG01350	46.928	29.214	0.623
CNG01360	9.839	7.346	0.747
CNG01370	25.705	21.938	0.853
CNG01380	50.948	19.887	0.39
CNG01390	54.179	62.666	1.157
CNG01400	9.529	15.799	1.658
CNG01410	28.078	5.219	0.186
CNG01420	19.971	24.16	1.21
CNG01430	29.158	27.799	0.953
CNG01440	16.058	6.985	0.435
CNG01450	328.807	169.164	0.514
CNG01460	12.719	15.896	1.25
CNG01470	287.597	425.265	1.479
CNG01480	201.857	222.923	1.104
CNG01485	171.192	42.163	0.246
CNG01490	17.628	43.851	2.488
CNG01500	780.811	723.664	0.927
CNG01510	24.738	13.597	0.55
CNG01530	4.986	2.44	0.489
CNG01540	2.972	0.203	0.068
CNG01550	6.299	2.67	0.424
CNG01560	12.022	0.878	0.073
CNG01570	6.728	1.558	0.232
CNG01580	8.304	3.76	0.453
CNG01590	6.187	1.239	0.2
CNG01600	62.698	56.002	0.893
CNG01610	30.219	22.632	0.749
CNG01615	170.466	35.305	0.207
CNG01620	12.261	9.874	0.805
CNG01630	6.78	13.878	2.047
CNG01635	3.407	0.07	0.021
CNG01640	5.232	10.619	2.03
CNG01650	90.812	31.664	0.349
CNG01660	26.565	119.653	4.504
CNG01670	14.893	5.437	0.365
CNG01680	290.936	352.43	1.211
CNG01690	36.446	16.806	0.461
CNG01700	52.288	28.444	0.544
CNG01710	17.521	15.031	0.858
CNG01720	21.838	15.329	0.702
CNG01730	21.15	2.595	0.123
CNG01740	155.558	103.113	0.663
CNG01750	9.248	17.991	1.945
CNG01760	1.727	3.51	2.033
CNG01770	15.71	6.254	0.398
CNG01780	40.887	21.898	0.536
CNG01790	4.025	0.707	0.176
CNG01800	63.492	32.187	0.507
CNG01810	13.088	10.933	0.835
CNG01820	26.408	17.664	0.669
CNG01830	2.221	0.945	0.426
CNG01850	24.036	19.151	0.797
CNG01860	1.832	1.553	0.848
CNG01870	52.605	9.175	0.174
CNG01880	15.564	10.388	0.667
CNG01890	53.653	51.473	0.959
CNG01900	116.775	148.094	1.268
CNG01910	25.001	22.107	0.884
CNG01920	13.498	12.456	0.923
CNG01930	7.811	1.141	0.146
CNG01940	98.567	19.338	0.196
CNG01950	35.337	24.657	0.698
CNG01955	7.399	0.525	0.071
CNG01960	443.004	164.232	0.371
CNG01980	107.91	109.845	1.018
CNG01990	30.933	21.404	0.692
CNG02000	1.087	0.034	0.032
CNG02010	54.213	31.497	0.581
CNG02020	12.843	5.403	0.421
CNG02030	13.643	1.68	0.123
CNG02035	42.294	61.049	1.443
CNG02040	68.01	66.325	0.975
CNG02050	29.728	52.043	1.751
CNG02060	48.544	22.513	0.464
CNG02070	15.026	10.913	0.726
CNG02080	401.453	580.589	1.446
CNG02090	115.824	12.767	0.11
CNG02095	530.915	283.36	0.534
CNG02100	17.638	20.013	1.135
CNG02110	6.598	6.161	0.934
CNG02120	130.405	146.594	1.124
CNG02130	5.171	8.91	1.723
CNG02140	9.36	27.291	2.916
CNG02150	27.297	29.025	1.063
CNG02160	3.117	2.429	0.779
CNG02170	63.154	74.68	1.183
CNG02173	68.721	62.447	0.909
CNG02175	64.38	24.861	0.386
CNG02180	8.475	14.221	1.678
CNG02190	8.213	7.95	0.968
CNG02200	47.721	73.775	1.546
CNG02210	1097.381	1849.113	1.685
CNG02220	438.346	1129.848	2.578
CNG02230	23.763	15.257	0.642
CNG02235	43.213	19.276	0.446
CNG02240	13.658	12.204	0.894
CNG02245	52.97	40.757	0.769
CNG02250	265.341	144.608	0.545
CNG02260	490.431	87.582	0.179
CNG02270	16.665	8.384	0.503
CNG02290	68.16	86.824	1.274
CNG02300	7.35	14.244	1.938
CNG02310	60.588	43.179	0.713
CNG02330	8.303	3.005	0.362
CNG02335	0	0	NaN
CNG02340	0	0	NaN
CNG02350	14.994	25.194	1.68
CNG02355	6.109	3.632	0.595
CNG02360	134.917	150.7	1.117
CNG02370	52.823	62.177	1.177
CNG02380	16.607	39.843	2.399
CNG02390	1.898	0.659	0.347
CNG02400	5.816	0.535	0.092
CNG02410	41.395	39.862	0.963
CNG02420	76.412	48.909	0.64
CNG02430	4.6	4.438	0.965
CNG02440	139.146	206.29	1.483
CNG02460	33.26	66.651	2.004
CNG02470	144.319	72.77	0.504
CNG02480	32.115	53.188	1.656
CNG02490	7.957	1.685	0.212
CNG02500	20.116	12.108	0.602
CNG02510	20.685	30.617	1.48
CNG02515	0.881	0.209	0.237
CNG02520	10.085	3.467	0.344
CNG02530	40.554	47.553	1.173
CNG02540	34.541	17.244	0.499
CNG02550	512.115	318.229	0.621
CNG02560	346.16	791.673	2.287
CNG02570	29.775	20.876	0.701
CNG02580	60.061	167.25	2.785
CNG02590	33.36	69.414	2.081
CNG02600	1.288	0.233	0.181
CNG02610	82.235	82.539	1.004
CNG02620	95.694	131.58	1.375
CNG02630	1023.543	522.979	0.511
CNG02640	5.627	8.508	1.512
