# ribosum_H99.txt
# Summary of ribosome profiling data, C. neoformans serotype A H99
# Mean of 4 quasi-replicates (2x WT H99 and 1x AGO1 deletion, 1x GWO1 deletion)
# Reads were aligned with hisat2 to transcriptome
# Then quantified only for 5' ends mapping to annotated ORFs.
# Note this excludes UTRs and excludes initiating ribosomes.
#
# Gene: H99 systematic gene name
# RNA: RNA abundance in mean TPM
# RPF: Ribosome occupancy, Ribosome protected fragments in mean TPM
# TE: Translation Efficiency, RPF / RNA
#
# Edward Wallace, June 2018
Gene	RNA	RPF	TE
CNAG_03974	27.947	26.494	0.948
CNAG_03975	57.93	126.936	2.191
CNAG_03976	42.164	56.144	1.332
CNAG_03977	21.127	15.09	0.714
CNAG_03978	13.133	10.883	0.829
CNAG_03979	56.183	52.184	0.929
CNAG_03980	0.962	0.267	0.277
CNAG_03982	77.082	57.464	0.745
CNAG_03983	340.078	472.954	1.391
CNAG_03984	104.762	52.506	0.501
CNAG_03985	310.362	338.041	1.089
CNAG_03986	176.768	170.811	0.966
CNAG_03987	64.72	45.246	0.699
CNAG_03988	9.039	4.392	0.486
CNAG_03989	13.603	7.64	0.562
CNAG_03990	2.089	0.346	0.166
CNAG_03991	18.05	8.887	0.492
CNAG_03992	7.176	4.239	0.591
CNAG_03993	105.771	129.917	1.228
CNAG_03994	20.512	15.212	0.742
CNAG_03995	29.64	44.205	1.491
CNAG_03996	59.526	34.283	0.576
CNAG_03997	1.871	1.632	0.872
CNAG_03998	26.94	12.417	0.461
CNAG_03999	5.923	6.069	1.025
CNAG_04000	72.904	41.093	0.564
CNAG_04001	235.785	185.617	0.787
CNAG_04002	238.377	155.43	0.652
CNAG_04003	11.78	0.41	0.035
CNAG_04004	8838.705	5857.662	0.663
CNAG_04005	31.022	62.126	2.003
CNAG_04006	0.169	0.079	0.467
CNAG_04007	0.117	0.158	1.348
CNAG_04008	4.281	0.73	0.171
CNAG_04009	49.491	81.569	1.648
CNAG_04010	88.737	107.101	1.207
CNAG_04011	13306.214	6772.08	0.509
CNAG_04012	7.142	1.378	0.193
CNAG_04013	22.218	1.077	0.048
CNAG_04014	130.764	148.952	1.139
CNAG_04015	2.423	0.11	0.045
CNAG_04016	0.189	0.122	0.647
CNAG_04017	86.687	106.358	1.227
CNAG_04018	13.96	18.254	1.308
CNAG_04021	7886.457	4570.274	0.58
CNAG_04022	22.749	19.361	0.851
CNAG_04023	25.498	21.114	0.828
CNAG_04024	6.431	1.289	0.2
CNAG_04025	0.336	0.43	1.281
CNAG_04026	14.957	3.667	0.245
CNAG_04027	2.232	0.875	0.392
CNAG_04028	523.671	522.327	0.997
CNAG_04029	1.373	0.217	0.158
CNAG_04030	147.066	79.44	0.54
CNAG_04031	25.922	15.562	0.6
CNAG_04032	83.583	63.51	0.76
CNAG_04033	27.428	22.623	0.825
CNAG_04034	3.254	0.098	0.03
CNAG_04035	28.113	22.714	0.808
CNAG_04036	1.264	0.095	0.075
CNAG_04037	230.482	193.923	0.841
CNAG_04038	6.082	1.84	0.302
CNAG_04039	147.821	182.239	1.233
CNAG_04040	39.215	23.427	0.597
CNAG_04041	8.962	9.633	1.075
CNAG_04042	9.162	7.252	0.792
CNAG_04043	13.302	7.976	0.6
CNAG_04044	36.629	39.633	1.082
CNAG_04045	95.153	161.082	1.693
CNAG_04046	87.566	41.276	0.471
CNAG_04047	4.076	3.52	0.864
CNAG_04048	75.48	80.831	1.071
CNAG_04049	25.552	17.054	0.667
CNAG_04050	524.328	510.918	0.974
CNAG_04051	19.541	12.413	0.635
CNAG_04052	21.076	25.163	1.194
CNAG_04053	76.264	38.918	0.51
CNAG_04054	931.512	725.835	0.779
CNAG_04055	15.446	10.029	0.649
CNAG_04056	65.225	55.208	0.846
CNAG_04062	32.119	35.608	1.109
CNAG_04063	49.584	33.504	0.676
CNAG_04064	382.477	737.696	1.929
CNAG_04065	23.494	12.683	0.54
CNAG_04066	328.994	768.338	2.335
CNAG_04067	25.763	15.086	0.586
CNAG_04068	2087.364	3127.626	1.498
CNAG_04069	57.761	64.299	1.113
CNAG_04070	14.167	5.134	0.362
CNAG_04071	125.595	147.101	1.171
CNAG_04072	296.55	174.142	0.587
CNAG_04073	16.349	10.282	0.629
CNAG_04074	142.041	155	1.091
CNAG_04076	37.218	38.94	1.046
CNAG_04077	2.134	1.777	0.833
CNAG_04078	86.93	87.91	1.011
CNAG_04079	48.492	81.942	1.69
CNAG_04080	81.593	97.986	1.201
CNAG_04081	49.254	64.699	1.314
CNAG_04082	120.608	365.139	3.027
CNAG_04083	7.956	3.457	0.435
CNAG_04085	10.377	0.631	0.061
CNAG_04086	9.05	0.119	0.013
CNAG_04087	10.466	6.786	0.648
CNAG_04088	9.172	13.277	1.448
CNAG_04089	186.602	131.667	0.706
CNAG_04090	49.25	65.519	1.33
CNAG_04091	3.693	1.739	0.471
CNAG_04092	0.134	0.156	1.169
CNAG_04093	0.362	0.369	1.017
CNAG_04094	34.797	22.038	0.633
CNAG_04095	7.719	0.108	0.014
CNAG_04096	0.611	0.589	0.963
CNAG_04097	2.137	2.015	0.943
CNAG_04098	3.442	0.338	0.098
CNAG_04099	711.793	1686.941	2.37
CNAG_04100	0.946	0.551	0.582
CNAG_04101	30.691	3.159	0.103
CNAG_04102	10.624	0.194	0.018
CNAG_04103	0.841	0.22	0.261
CNAG_04104	20.777	13.254	0.638
CNAG_04105	104.747	46.729	0.446
CNAG_04106	4.078	7.107	1.743
CNAG_04107	11.871	5.634	0.475
CNAG_04108	26.446	14.981	0.566
CNAG_04109	0	0.082	Inf
CNAG_04110	19.212	22.155	1.153
CNAG_04111	135.403	80.053	0.591
CNAG_04112	16.216	10.545	0.65
CNAG_04113	30.777	12.704	0.413
CNAG_04114	1418.218	2954.94	2.084
CNAG_04115	19.266	3.381	0.176
CNAG_04116	0.22	0.125	0.571
CNAG_04117	6.301	2.951	0.468
CNAG_04118	23.179	9.717	0.419
CNAG_04119	9.077	19.518	2.15
CNAG_04120	17.643	14.944	0.847
CNAG_04121	244.208	163.473	0.669
CNAG_04122	13.445	8.518	0.634
CNAG_04124	3.372	0.126	0.037
CNAG_04126	0.039	0.153	3.933
CNAG_04127	46.056	38.448	0.835
CNAG_04128	59.766	47.924	0.802
CNAG_04129	6.949	0.273	0.039
CNAG_04130	69.462	50.925	0.733
CNAG_04131	35.28	17.877	0.507
CNAG_04132	114.092	105.239	0.922
CNAG_04133	8.568	3.706	0.432
CNAG_04136	60.405	105.877	1.753
CNAG_04137	10.908	7.121	0.653
CNAG_04140	0.23	0.039	0.168
CNAG_04141	27.23	23.01	0.845
CNAG_04142	2.063	1.864	0.904
CNAG_04146	35.974	15.292	0.425
CNAG_04147	25.73	53.454	2.077
CNAG_04148	20.095	21.727	1.081
CNAG_04149	45.113	23.24	0.515
CNAG_04150	26.812	5.885	0.219
CNAG_04151	26.26	22.584	0.86
CNAG_04152	19.729	20.961	1.062
CNAG_04153	17.424	5.409	0.31
CNAG_04154	1.282	0.057	0.044
CNAG_04155	592.2	620.262	1.047
CNAG_04156	64.343	109.652	1.704
CNAG_04157	35.734	28.532	0.798
CNAG_04158	24.512	17.756	0.724
CNAG_04159	28.413	27.392	0.964
CNAG_04160	0.68	0.445	0.655
CNAG_04161	26.079	14.15	0.543
CNAG_04162	20.931	16.635	0.795
CNAG_04163	12.779	21.491	1.682
CNAG_04164	10.726	8.688	0.81
CNAG_04165	21.357	8.179	0.383
CNAG_04166	87.818	61.588	0.701
CNAG_04167	36.645	6.536	0.178
CNAG_04168	200.081	439.957	2.199
CNAG_04169	33.506	25.232	0.753
CNAG_04170	21.495	23.232	1.081
CNAG_04171	52.757	131.478	2.492
CNAG_04172	13.139	7.04	0.536
CNAG_04173	42.689	32.92	0.771
CNAG_04174	7.29	3.676	0.504
CNAG_04175	67.977	81.713	1.202
CNAG_04176	16.767	13.666	0.815
CNAG_04177	47.545	27.05	0.569
CNAG_04178	18.236	10.597	0.581
CNAG_04179	159.736	431.135	2.699
CNAG_04180	167.754	226.11	1.348
CNAG_04181	58.524	46.411	0.793
CNAG_04182	171.482	188.525	1.099
CNAG_04183	103.321	45.066	0.436
CNAG_04184	6.695	2.462	0.368
CNAG_04185	3.809	3.216	0.844
CNAG_04186	15.125	13.025	0.861
CNAG_04187	21.712	4.729	0.218
CNAG_04188	50.193	37.729	0.752
CNAG_04189	166.866	230.962	1.384
CNAG_04190	55.565	94.158	1.695
CNAG_04191	16.049	21.791	1.358
CNAG_04192	47.302	116.817	2.47
CNAG_04193	139.675	64.876	0.464
CNAG_04194	148.347	159.035	1.072
CNAG_04195	19.376	11.299	0.583
CNAG_04196	193.688	127.506	0.658
CNAG_04197	11.086	17.173	1.549
CNAG_04198	12.075	11.813	0.978
CNAG_04199	16.152	8.94	0.554
CNAG_04200	5.48	2.132	0.389
CNAG_04201	2.532	0.587	0.232
CNAG_04202	14.771	13.676	0.926
CNAG_04203	84.705	58.883	0.695
CNAG_04204	179.008	138.776	0.775
CNAG_04205	42.035	25.793	0.614
CNAG_04206	39.343	35.485	0.902
CNAG_04207	43.432	39.533	0.91
CNAG_04208	22.711	30.536	1.345
CNAG_04209	187.818	168.982	0.9
CNAG_04210	36.25	45.512	1.255
CNAG_04211	52.856	50.792	0.961
CNAG_04212	280.688	308.066	1.098
CNAG_04213	9.202	14.901	1.619
CNAG_04215	99.105	252.981	2.553
CNAG_04216	1.502	0.063	0.042
CNAG_04217	4.884	15.625	3.2
CNAG_04218	20.162	9.686	0.48
CNAG_04219	380.338	384.175	1.01
CNAG_04220	13.029	6.968	0.535
CNAG_04221	20.199	34.726	1.719
CNAG_04222	76.644	56.499	0.737
CNAG_04223	0.446	0.212	0.476
CNAG_04224	18.178	36	1.98
CNAG_04225	3.003	0.188	0.063
CNAG_04226	41.13	63.45	1.543
CNAG_04227	11.683	23.025	1.971
CNAG_04228	6.218	4.418	0.71
CNAG_04229	24.688	27.388	1.109
CNAG_04230	52.837	46.82	0.886
CNAG_04231	11.487	7.161	0.623
CNAG_04232	38.551	41.461	1.075
CNAG_04233	7.318	3.002	0.41
CNAG_04234	51.123	44.955	0.879
CNAG_04235	238.725	285.994	1.198
CNAG_04236	157.41	180.026	1.144
CNAG_04237	196.751	300.781	1.529
CNAG_04238	11.165	6.671	0.598
CNAG_04239	8.528	10.218	1.198
CNAG_04240	103.643	77.312	0.746
CNAG_04241	3.372	1.445	0.429
CNAG_04242	24.714	13.828	0.559
CNAG_04243	18.547	19.451	1.049
CNAG_04244	10.563	12.782	1.21
CNAG_04245	64.489	20.453	0.317
CNAG_04246	5.384	0.263	0.049
CNAG_04247	8.887	1.842	0.207
CNAG_04248	12.241	25.927	2.118
CNAG_04252	8.889	3.645	0.41
CNAG_04253	8.713	7.402	0.849
CNAG_04254	3.955	1.9	0.48
CNAG_04255	20.308	10.48	0.516
CNAG_04256	8.348	2.007	0.24
CNAG_04257	228.66	190.744	0.834
CNAG_04258	89.986	44.688	0.497
CNAG_04259	274.677	408.846	1.488
CNAG_04260	57.08	62.14	1.089
CNAG_04261	24.794	18.368	0.741
CNAG_04262	3.538	1.757	0.497
CNAG_04263	14.593	7.304	0.501
CNAG_04264	34.065	30.771	0.903
CNAG_04265	61.76	59.442	0.962
CNAG_04266	48.99	37.477	0.765
CNAG_04267	26.214	48.969	1.868
CNAG_04268	6.392	5.574	0.872
CNAG_04269	37.769	44.319	1.173
CNAG_04270	38.781	28.047	0.723
CNAG_04271	8.566	80.721	9.424
CNAG_04272	86.147	68.763	0.798
CNAG_04273	144.532	139.047	0.962
CNAG_04274	1.375	0.556	0.404
CNAG_04275	16.848	4.688	0.278
CNAG_04276	36.662	35.105	0.958
CNAG_04277	10.84	4.086	0.377
CNAG_04278	25.513	20.96	0.822
CNAG_04279	16.523	34.314	2.077
CNAG_04280	1.32	0.381	0.288
CNAG_04281	140.207	36.197	0.258
CNAG_04282	5.989	8.661	1.446
CNAG_04283	22.565	11.845	0.525
CNAG_04284	117.498	230.226	1.959
CNAG_04285	33.687	56.101	1.665
CNAG_04286	225.563	157.097	0.696
CNAG_04287	114.866	302.353	2.632
CNAG_04288	38.171	38.853	1.018
CNAG_04289	64.577	17.804	0.276
CNAG_04290	1097.989	663.519	0.604
CNAG_04291	87.538	67.737	0.774
CNAG_04292	185.415	198.042	1.068
CNAG_04293	17.953	8.699	0.485
CNAG_04294	17.299	9.032	0.522
CNAG_04295	31.807	15.688	0.493
CNAG_04296	20.033	21.351	1.066
CNAG_04297	43.46	27.766	0.639
CNAG_04298	49.737	44.789	0.901
CNAG_04299	81.428	48.549	0.596
CNAG_04300	86.084	48.724	0.566
CNAG_04301	21.897	17.33	0.791
CNAG_04302	19.697	9.859	0.501
CNAG_04303	148.363	30.492	0.206
CNAG_04304	328.092	295.839	0.902
CNAG_04305	19.119	14.176	0.741
CNAG_04306	175.525	79.261	0.452
CNAG_04307	18.136	21.983	1.212
CNAG_04308	69.693	60.41	0.867
CNAG_04309	31.92	8.279	0.259
CNAG_04310	15.515	17.638	1.137
CNAG_04311	8.439	12.27	1.454
CNAG_04312	133.771	133.533	0.998
CNAG_04313	204.195	224.796	1.101
CNAG_04314	26.428	8.401	0.318
CNAG_04315	61.366	28.817	0.47
CNAG_04316	22.763	18.728	0.823
CNAG_04317	1.295	0.119	0.092
CNAG_04318	15.521	6.968	0.449
CNAG_04319	25.304	32.807	1.296
CNAG_04320	54.724	55.15	1.008
CNAG_04321	28.389	31.892	1.123
CNAG_04322	152.92	104.866	0.686
CNAG_04323	4.933	1.767	0.358
CNAG_04324	6.919	3.173	0.459
CNAG_04325	8.341	4.607	0.552
CNAG_04326	21.763	6.409	0.294
CNAG_04327	44.666	201.455	4.51
CNAG_04328	170.046	132.089	0.777
CNAG_04329	23.168	7.671	0.331
CNAG_04330	0.358	0.132	0.368
CNAG_04331	0.256	0.064	0.251
CNAG_04332	270.561	255.691	0.945
CNAG_04333	1.212	0.248	0.204
CNAG_04334	209.556	218.842	1.044
CNAG_04335	14.017	9.435	0.673
CNAG_04336	25.697	23.414	0.911
CNAG_04337	2.562	0.163	0.064
CNAG_04338	43.634	21.181	0.485
CNAG_04339	21.926	13.902	0.634
CNAG_04340	58.38	117.421	2.011
CNAG_04341	20.011	9.324	0.466
CNAG_04342	0.153	0.162	1.062
CNAG_04343	4.174	0.22	0.053
CNAG_04344	11.747	5.88	0.501
CNAG_04345	3.76	0.751	0.2
CNAG_04346	9.336	8.691	0.931
CNAG_04347	74.652	112.285	1.504
CNAG_04348	163.952	191.359	1.167
CNAG_04349	24.572	22.666	0.922
CNAG_04350	23.144	6.725	0.291
CNAG_04351	5.867	1.81	0.309
CNAG_04352	15.412	19.442	1.261
CNAG_04353	8.922	7.359	0.825
CNAG_04354	20.337	26.502	1.303
CNAG_04355	20.571	13.843	0.673
CNAG_04356	20.724	34.932	1.686
CNAG_04357	0.504	0.521	1.034
CNAG_04358	22.437	12.712	0.567
CNAG_04359	15.794	13.501	0.855
CNAG_04360	53.418	51.627	0.966
CNAG_04361	26.658	24.966	0.937
CNAG_04362	91.948	162.669	1.769
CNAG_04363	0.642	0.154	0.24
CNAG_04364	45.505	55.221	1.214
CNAG_04365	77.035	61.639	0.8
CNAG_04366	200.293	120.9	0.604
CNAG_04367	23.463	17.618	0.751
CNAG_04368	26.929	39.393	1.463
CNAG_04369	25.335	39.184	1.547
CNAG_04370	22.794	27.826	1.221
CNAG_04371	19.136	2.415	0.126
CNAG_04372	211.139	230.252	1.091
CNAG_04373	90.775	41.946	0.462
CNAG_04374	5.694	0.106	0.019
CNAG_04375	115.421	67.653	0.586
CNAG_04376	47.138	51.194	1.086
CNAG_04377	15.444	4.047	0.262
CNAG_04378	975.262	505.496	0.518
CNAG_04379	113.008	81.747	0.723
CNAG_04380	12.207	8.427	0.69
CNAG_04381	16.059	13.655	0.85
CNAG_04382	16.431	8.683	0.528
CNAG_04383	112.237	133.196	1.187
CNAG_04384	85.949	63.424	0.738
CNAG_04385	0.148	0.162	1.091
CNAG_04386	28.814	11.793	0.409
CNAG_04387	98.313	102.338	1.041
CNAG_04388	245.302	376.181	1.534
CNAG_04389	43.447	11.732	0.27
CNAG_04392	19.186	13.556	0.707
CNAG_04393	14.073	13.555	0.963
CNAG_04394	5.119	0.113	0.022
CNAG_04395	99.358	53.058	0.534
CNAG_04396	26.744	15.186	0.568
CNAG_04397	24.59	16.361	0.665
CNAG_04398	25.733	18.957	0.737
CNAG_04399	75.222	59.221	0.787
CNAG_04400	109.459	126.146	1.152
CNAG_04401	172.157	165.084	0.959
CNAG_04402	185.128	212.97	1.15
CNAG_04403	22.033	13.315	0.604
CNAG_04404	1.331	0.122	0.091
CNAG_04405	39.557	17.904	0.453
CNAG_04406	28.788	20.977	0.729
CNAG_04407	22.549	17.074	0.757
CNAG_04408	40.921	51.853	1.267
CNAG_04409	15.216	17.02	1.119
CNAG_04410	14.292	2.061	0.144
CNAG_04411	16.601	9.333	0.562
CNAG_04412	25.302	19.641	0.776
CNAG_04413	0.34	0.082	0.241
CNAG_04414	21.22	16.383	0.772
CNAG_04415	4.188	1.877	0.448
CNAG_04416	0.609	0.202	0.332
CNAG_04417	30.123	8.311	0.276
CNAG_04432	14.398	19.437	1.35
CNAG_04433	10.603	10.05	0.948
CNAG_04434	8.279	13.536	1.635
CNAG_04436	40.136	16.344	0.407
CNAG_04437	41.495	34.778	0.838
CNAG_04438	35.418	35.058	0.99
CNAG_04439	58.481	118.12	2.02
CNAG_04440	55.459	48.42	0.873
CNAG_04441	247.867	776.23	3.132
CNAG_04442	0.169	0.191	1.13
CNAG_04443	46.845	51.296	1.095
CNAG_04444	39.437	86.795	2.201
CNAG_04445	3888.966	4069.945	1.047
CNAG_04446	12.289	0.354	0.029
CNAG_04447	24.036	22.261	0.926
CNAG_04448	6653.873	5949.788	0.894
CNAG_04449	23.286	4.321	0.186
CNAG_04450	19.173	35.991	1.877
CNAG_04451	20.23	9.278	0.459
CNAG_04452	99.078	225.057	2.272
CNAG_04453	14.404	14.235	0.988
CNAG_04454	0.625	0.276	0.441
CNAG_04455	20.515	14.833	0.723
CNAG_04456	17.877	8.773	0.491
CNAG_04457	0.018	0.063	3.58
CNAG_04458	11.307	9.685	0.857
CNAG_04459	0.087	0.426	4.923
CNAG_04460	134.539	54.247	0.403
CNAG_04461	0.436	0.111	0.255
CNAG_04462	10.668	7.794	0.731
CNAG_04463	24.596	15.556	0.632
CNAG_04465	160.864	156.009	0.97
CNAG_04466	8.535	2.356	0.276
CNAG_04467	8.626	22.507	2.609
CNAG_04468	13.538	4.849	0.358
CNAG_04469	1.239	1.92	1.549
CNAG_04470	4.826	3.726	0.772
CNAG_04471	2.443	0.781	0.319
CNAG_04472	0.978	0.381	0.39
CNAG_04473	22.059	6.845	0.31
CNAG_04474	37.243	11.625	0.312
CNAG_04475	122.034	108.28	0.887
CNAG_04476	0.601	0.063	0.105
CNAG_04478	19.881	47.516	2.39
CNAG_04479	30.807	27.014	0.877
CNAG_04484	26.304	45.891	1.745
CNAG_04485	66.753	141.771	2.124
CNAG_04486	1.07	0.382	0.357
CNAG_04487	22.24	4.495	0.202
CNAG_04488	79.474	57.386	0.722
CNAG_04492	3.686	0.129	0.035
CNAG_04493	7.604	3.249	0.427
CNAG_04494	129.446	152.665	1.179
CNAG_04495	5.526	0.048	0.009
CNAG_04496	11.434	13.875	1.214
CNAG_04497	18.14	15.863	0.874
CNAG_04498	18.26	5.375	0.294
CNAG_04499	122.16	255.624	2.093
CNAG_04500	21.182	6.438	0.304
CNAG_04501	51.619	76.798	1.488
CNAG_04502	26.576	13.756	0.518
CNAG_04503	41.755	43.325	1.038
CNAG_04504	13.014	16.356	1.257
CNAG_04505	45.433	35.227	0.775
CNAG_04506	1.662	0.105	0.063
CNAG_04507	9.989	0.064	0.006
CNAG_04508	6.869	2.661	0.387
CNAG_04509	0.522	0.096	0.184
CNAG_04510	81.836	82.991	1.014
CNAG_04511	23.219	3.477	0.15
CNAG_04512	38.02	9.129	0.24
CNAG_04513	39.505	32.277	0.817
CNAG_04514	71.564	61.031	0.853
CNAG_04515	10.065	5.169	0.514
CNAG_04518	7.526	2.764	0.367
CNAG_04519	4.494	2.975	0.662
CNAG_04520	6.623	1.138	0.172
CNAG_04521	1.332	2.415	1.813
CNAG_04522	51.698	26.51	0.513
CNAG_04523	1.48	1.713	1.158
CNAG_04524	11.289	3.881	0.344
CNAG_04525	15.335	10.668	0.696
CNAG_04526	1.274	0.138	0.108
CNAG_04527	30.256	13.898	0.459
CNAG_04528	8.43	6.421	0.762
CNAG_04529	38.117	32.425	0.851
CNAG_04530	100.454	116.762	1.162
CNAG_04531	124.963	84.553	0.677
CNAG_04534	3.259	2.377	0.729
CNAG_04535	1.469	0.214	0.146
CNAG_04536	0.459	0.167	0.364
CNAG_04537	10.002	2.163	0.216
CNAG_04538	11.001	11.032	1.003
CNAG_04539	68.716	27.052	0.394
CNAG_04540	90.227	68.143	0.755
CNAG_04541	29.224	67.582	2.313
CNAG_04544	18.673	15.186	0.813
CNAG_04545	19.865	19.912	1.002
CNAG_04546	0.409	0.08	0.196
CNAG_04548	0.836	0.099	0.118
CNAG_04551	0.104	0.095	0.913
CNAG_04552	0.044	0.101	2.267
CNAG_04553	0.141	0.278	1.969
CNAG_04557	16.416	0.094	0.006
CNAG_04561	4.988	1.032	0.207
CNAG_04562	0.358	0.073	0.203
CNAG_04563	18.545	0.366	0.02
CNAG_04564	16.97	4.596	0.271
CNAG_04565	36.896	21.915	0.594
CNAG_04566	165.013	188.901	1.145
CNAG_04567	3.647	1.858	0.51
CNAG_04570	72.055	74.648	1.036
CNAG_04571	77.498	68.06	0.878
CNAG_04574	59.925	60.789	1.014
CNAG_04575	59.969	62.245	1.038
CNAG_04576	7.295	4.91	0.673
CNAG_04577	191.801	349.351	1.821
CNAG_04579	19.531	4.336	0.222
CNAG_04580	56.735	68.387	1.205
CNAG_04581	62.094	35.657	0.574
CNAG_04582	0.872	0.561	0.643
CNAG_04583	37.04	11.208	0.303
CNAG_04584	122.661	310.564	2.532
CNAG_04585	4.14	0.884	0.214
CNAG_04586	15.392	8.615	0.56
CNAG_04587	12.169	12.182	1.001
CNAG_04588	50.14	39.901	0.796
CNAG_04589	0.912	0.675	0.74
CNAG_04590	5.857	0.851	0.145
CNAG_04591	6.769	0.18	0.027
CNAG_04594	4.718	2.871	0.608
CNAG_04595	19.581	13.549	0.692
CNAG_04596	6.934	2.733	0.394
CNAG_04597	6.269	2.203	0.351
CNAG_04598	4.291	0.434	0.101
CNAG_04599	13.573	14.39	1.06
CNAG_04600	10.092	1.391	0.138
CNAG_04601	393.853	854.916	2.171
CNAG_04602	1.856	1.951	1.051
CNAG_04603	16.948	17.768	1.048
CNAG_04604	73.728	182.276	2.472
CNAG_04605	259.066	141.579	0.546
CNAG_04606	4.607	1.917	0.416
CNAG_04607	74.882	48.171	0.643
CNAG_04608	101.962	45.071	0.442
CNAG_04609	80.81	201.084	2.488
CNAG_04610	0.191	0.136	0.713
CNAG_04611	23.809	60.101	2.524
CNAG_04612	446.691	472.408	1.058
CNAG_04613	67.661	73.146	1.081
CNAG_04614	2.519	0.17	0.068
CNAG_04615	1.99	0.62	0.312
CNAG_04616	1.733	0.112	0.065
CNAG_04617	2.283	0.247	0.108
CNAG_04618	3.249	0.743	0.229
CNAG_04619	4.057	0.457	0.113
CNAG_04620	49.128	17.252	0.351
CNAG_04621	11.97	17.369	1.451
CNAG_04622	15.157	18.625	1.229
CNAG_04623	1.174	0.375	0.32
CNAG_04625	31.357	64.306	2.051
CNAG_04626	0.978	0.311	0.318
CNAG_04627	47.434	32.081	0.676
CNAG_04628	127.298	210.912	1.657
CNAG_04629	71.245	34.56	0.485
CNAG_04630	19.837	48.959	2.468
CNAG_04631	2.052	2.78	1.355
CNAG_04632	15.392	3.749	0.244
CNAG_04633	13.915	21.887	1.573
CNAG_04634	10.892	11.503	1.056
CNAG_04635	20.669	7.982	0.386
CNAG_04636	42.14	73.058	1.734
CNAG_04637	594.473	799.369	1.345
CNAG_04638	1.405	0.118	0.084
CNAG_04639	27.842	27.977	1.005
CNAG_04640	216.53	822.127	3.797
CNAG_04641	18.278	7.301	0.399
CNAG_04642	36.651	41.006	1.119
CNAG_04646	81.559	34.946	0.428
CNAG_04647	22.474	25.589	1.139
CNAG_04648	24.123	15.996	0.663
CNAG_04649	25.333	8.543	0.337
CNAG_04650	18.489	10.046	0.543
CNAG_04651	62.106	114.37	1.842
CNAG_04652	41.135	74.764	1.818
CNAG_04653	26.193	10.577	0.404
CNAG_04654	62.332	40.195	0.645
CNAG_04655	5.551	3.441	0.62
CNAG_04656	41.881	16.917	0.404
CNAG_04657	14.419	25.104	1.741
CNAG_04658	2.674	0.558	0.209
CNAG_04659	25.768	55.598	2.158
CNAG_04662	20.659	17.773	0.86
CNAG_04663	16.264	0.712	0.044
CNAG_04664	235.877	203.515	0.863
CNAG_04665	43.171	22.246	0.515
CNAG_04666	239.754	174.871	0.729
CNAG_04667	55.476	53.147	0.958
CNAG_04668	44.304	71.468	1.613
CNAG_04669	56.001	20.3	0.362
CNAG_04670	85.667	68.392	0.798
CNAG_04671	17.121	14.166	0.827
CNAG_04673	13.018	0.242	0.019
CNAG_04674	21.582	17.538	0.813
CNAG_04675	6.504	7.495	1.152
CNAG_04676	76.019	193.744	2.549
CNAG_04677	8.9	15.989	1.797
CNAG_04678	45.349	90.283	1.991
CNAG_04679	114.989	75.814	0.659
CNAG_04680	36.043	65.366	1.814
CNAG_04681	11.771	3.669	0.312
CNAG_04682	63.977	20.065	0.314
CNAG_04683	229.375	221.8	0.967
CNAG_04684	48.375	112.843	2.333
CNAG_04686	10.733	11.913	1.11
CNAG_04687	101.567	152.481	1.501
CNAG_04688	2.345	1.472	0.628
CNAG_04689	11.541	11.063	0.959
CNAG_04690	50.213	36.757	0.732
CNAG_04691	0.35	0.213	0.608
CNAG_04692	90.971	64.182	0.706
CNAG_04693	10.724	7.16	0.668
CNAG_04694	135.153	99.535	0.736
CNAG_04695	2.413	0.276	0.114
CNAG_04696	8.92	6.801	0.762
CNAG_04697	11.609	10.48	0.903
CNAG_04698	473.405	512.219	1.082
CNAG_04699	33.213	31.149	0.938
CNAG_04700	48.962	11.947	0.244
CNAG_04701	74.434	62.908	0.845
CNAG_04702	6.54	2.135	0.326
CNAG_04703	23.928	14.561	0.609
CNAG_04704	0.146	0.163	1.114
CNAG_04705	24.204	5.168	0.214
CNAG_04707	8.956	3.452	0.385
CNAG_04708	22.772	18.231	0.801
CNAG_04709	192.844	198.2	1.028
CNAG_04710	91.659	33.727	0.368
CNAG_04711	1.167	0.102	0.088
CNAG_04712	142.471	72.407	0.508
CNAG_04713	94.184	22.493	0.239
CNAG_04714	19.613	6.605	0.337
CNAG_04715	44.32	93.09	2.1
CNAG_04716	187.495	171.368	0.914
CNAG_04717	1.325	0.427	0.322
CNAG_04718	21.862	16.12	0.737
CNAG_04719	17.868	10.347	0.579
CNAG_04720	17.825	15.615	0.876
CNAG_04721	25.553	37.398	1.464
CNAG_04723	40.304	25.804	0.64
CNAG_04724	20.141	9.366	0.465
CNAG_04725	17.919	15.487	0.864
CNAG_04726	8037.73	6353.229	0.79
CNAG_04727	0.161	0.174	1.081
CNAG_04728	84.74	49.442	0.583
CNAG_04729	36.051	28.584	0.793
CNAG_04730	16.593	3.08	0.186
CNAG_04731	20.795	4.756	0.229
CNAG_04732	21.622	9.212	0.426
CNAG_04733	22.656	17.696	0.781
CNAG_04734	52.394	52.794	1.008
CNAG_04735	10.18	11.07	1.087
CNAG_04736	13.64	13.602	0.997
CNAG_04737	12.827	15.104	1.178
CNAG_04738	60.003	172.966	2.883
CNAG_04739	61.829	101.881	1.648
